,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Love Flooder,"(('love', 'NN'), 5)","(('drugs', 'NNS'), 3)","(('thing', 'NN'), 3)","(('children', 'NNS'), 3)","(('better', 'JJR'), 2)","(('how', 'WRB'), 2)","(('been', 'VBN'), 2)","(('life', 'NN'), 2)","(('years', 'NNS'), 2)","(('first', 'JJ'), 2)","(('ability', 'NN'), 2)","(('husband', 'NN'), 2)","(('that', 'WDT'), 2)","(('father＊s', 'NN'), 1)","(('statement', 'NN'), 1)","(('feeling', 'NN'), 1)","(('going', 'VBG'), 1)","(('job', 'NN'), 1)","(('75', 'CD'), 1)","(('anything', 'NN'), 1)"
Love Kickstarter,"(('something', 'NN'), 3)","(('how', 'WRB'), 2)","(('return', 'NN'), 2)","(('giver', 'NN'), 1)","(('What＊s', 'NNP'), 1)","(('matter', 'RBR'), 1)","(('someone', 'NN'), 1)","(('anything', 'NN'), 1)","(('Nothing＊s', 'NNP'), 1)","(('mind', 'NN'), 1)","(('buddy', 'NN'), 1)","(('good', 'JJ'), 1)","(('That＊s', 'NNP'), 1)","(('what', 'WP'), 1)","(('desire', 'NN'), 1)","(('expecting', 'VBG'), 1)","(('there', 'EX'), 1)","(('Sure', 'JJ'), 1)","(('more', 'JJR'), 1)","(('up', 'RP'), 1)"
Love Sweetener,"(('new', 'JJ'), 4)","(('life', 'NN'), 3)","(('when', 'WRB'), 3)","(('others', 'NNS'), 3)","(('connections', 'NNS'), 3)","(('clean', 'JJ'), 2)","(('ideas', 'NNS'), 2)","(('more', 'JJR'), 2)","(('bridges', 'NNS'), 2)","(('effort', 'NN'), 2)","(('When', 'WRB'), 2)","(('fun', 'NN'), 2)","(('social', 'JJ'), 2)","(('worthy', 'JJ'), 2)","(('recovery', 'NN'), 2)","(('good', 'JJ'), 2)","(('another＊s', 'JJ'), 1)","(('likely', 'JJ'), 1)","(('amount', 'NN'), 1)","(('kind', 'NN'), 1)"
Low Vibration Lifter,"(('when', 'WRB'), 4)","(('mood', 'NN'), 4)","(('plan', 'NN'), 4)","(('drugs', 'NNS'), 3)","(('up', 'RP'), 3)","(('person', 'NN'), 3)","(('own', 'JJ'), 3)","(('how', 'WRB'), 3)","(('out', 'RP'), 3)","(('able', 'JJ'), 2)","(('doing', 'VBG'), 2)","(('sad', 'JJ'), 2)","(('friend', 'NN'), 2)","(('people', 'NNS'), 2)","(('more', 'RBR'), 2)","(('who', 'WP'), 2)","(('friends', 'NNS'), 2)","(('such', 'JJ'), 2)","(('high', 'JJ'), 2)","(('recovery', 'NN'), 2)"
Manic Massager,"(('news', 'NN'), 5)","(('bad', 'JJ'), 4)","(('life', 'NN'), 4)","(('when', 'WRB'), 3)","(('sobriety', 'NN'), 2)","(('power', 'NN'), 2)","(('feelings', 'NNS'), 2)","(('matter', 'NN'), 1)","(('much', 'JJ'), 1)","(('more', 'RBR'), 1)","(('down', 'RP'), 1)","(('Today', 'NN'), 1)","(('devastating', 'VBG'), 1)","(('avoided', 'VBN'), 1)","(('big', 'JJ'), 1)","(('negative', 'JJ'), 1)","(('part', 'NN'), 1)","(('issues', 'NNS'), 1)","(('control', 'NN'), 1)","(('health', 'NN'), 1)"
Manic Moment Forgiver,"(('manic', 'JJ'), 4)","(('gone', 'VBN'), 3)","(('friends', 'NNS'), 3)","(('fault', 'NN'), 2)","(('years', 'NNS'), 2)","(('who', 'WP'), 2)","(('moment', 'NN'), 2)","(('When', 'WRB'), 2)","(('relationships', 'NNS'), 2)","(('ten', 'NN'), 1)","(('disorder', 'NN'), 1)","(('bipolars', 'NNS'), 1)","(('schizophrenics', 'NNS'), 1)","(('same', 'JJ'), 1)","(('family', 'NN'), 1)","(('close', 'JJ'), 1)","(('emptied', 'VBN'), 1)","(('accepted', 'VBN'), 1)","(('able', 'JJ'), 1)","(('etc', 'FW'), 1)"
Melancholy Melter,"(('endorphins', 'NNS'), 4)","(('brain', 'NN'), 4)","(('feeling', 'VBG'), 2)","(('drugs', 'NNS'), 2)","(('own', 'JJ'), 2)","(('out', 'RP'), 2)","((""'s"", 'POS'), 2)","(('addicted', 'VBN'), 2)","(('going', 'VBG'), 1)","(('amount', 'NN'), 1)","(('feeling', 'NN'), 1)","(('clean', 'NN'), 1)","(('system', 'NN'), 1)","(('anything', 'NN'), 1)","(('levels', 'NNS'), 1)","(('detoxing', 'NN'), 1)","(('how', 'WRB'), 1)","(('Little', 'JJ'), 1)","(('luck', 'NN'), 1)","(('able', 'JJ'), 1)"
Memory Rinser,"(('going', 'VBG'), 13)","(('slate', 'NN'), 7)","(('life', 'NN'), 6)","(('when', 'WRB'), 6)","(('miracle', 'NN'), 6)","(('things', 'NNS'), 5)","(('pot', 'NN'), 5)","(('memory', 'NN'), 4)","(('clean', 'JJ'), 4)","(('room', 'NN'), 3)","(('out', 'RP'), 3)","(('friends', 'NNS'), 3)","(('每', 'NNP'), 3)","(('time', 'NN'), 3)","(('that', 'WDT'), 3)","(('craving', 'NN'), 3)","(('doing', 'VBG'), 2)","(('away', 'RP'), 2)","(('friend', 'NN'), 2)","(('what', 'WP'), 2)"
Mentality Mender,"(('when', 'WRB'), 12)","(('life', 'NN'), 8)","(('mind', 'NN'), 6)","((""'s"", 'POS'), 6)","(('beliefs', 'NNS'), 5)","(('recovery', 'NN'), 5)","(('addiction', 'NN'), 5)","(('time', 'NN'), 5)","(('things', 'NNS'), 5)","(('mindset', 'NN'), 5)","(('good', 'JJ'), 5)","(('old', 'JJ'), 5)","(('drugs', 'NNS'), 5)","(('people', 'NNS'), 5)","(('honesty', 'NN'), 4)","(('how', 'WRB'), 4)","(('been', 'VBN'), 4)","(('thinker', 'NN'), 4)","(('drug', 'NN'), 4)","(('own', 'JJ'), 4)"
Metta Motivator,"(('share', 'NN'), 9)","(('recovery', 'NN'), 9)","(('program', 'NN'), 6)","(('relapse', 'NN'), 5)","(('people', 'NNS'), 4)","(('sponsor', 'NN'), 4)","(('who', 'WP'), 4)","(('what', 'WP'), 4)","(('others', 'NNS'), 4)","(('amends', 'NNS'), 3)","(('when', 'WRB'), 3)","(('someone', 'NN'), 3)","(('sobriety', 'NN'), 3)","(('way', 'NN'), 3)","(('that', 'WDT'), 3)","(('person', 'NN'), 3)","(('People', 'NNS'), 2)","(('kind', 'NN'), 2)","(('peace', 'NN'), 2)","(('problem', 'NN'), 2)"
Mighty Motor Cranker,"(('control', 'NN'), 5)","(('bad', 'JJ'), 3)","(('which', 'WDT'), 2)","(('life', 'NN'), 2)","(('compulsions', 'NNS'), 2)","(('addiction', 'NN'), 2)","(('what', 'WP'), 2)","(('when', 'WRB'), 2)","(('tolerating', 'VBG'), 2)","(('many', 'JJ'), 2)","(('burden', 'NN'), 2)","(('situation', 'NN'), 1)","(('better', 'JJR'), 1)","(('Figuring', 'VBG'), 1)","(('being', 'VBG'), 1)","(('urge', 'NN'), 1)","(('lots', 'NNS'), 1)","(('alert', 'JJ'), 1)","(('controller', 'NN'), 1)","(('classic', 'JJ'), 1)"
Miracle Embracer,"(('miracle', 'NN'), 10)","(('today', 'NN'), 4)","(('God', 'NNP'), 4)","(('recovery', 'NN'), 4)","(('that', 'WDT'), 4)","(('possible', 'JJ'), 4)","(('changes', 'NNS'), 3)","(('up', 'RP'), 3)","(('out', 'RP'), 3)","(('thing', 'NN'), 3)","(('anything', 'NN'), 2)","(('foods', 'NNS'), 2)","(('life', 'NN'), 2)","(('where', 'WRB'), 2)","(('sure', 'JJ'), 2)","(('addiction', 'NN'), 2)","(('when', 'WRB'), 2)","(('things', 'NNS'), 2)","(('difficult', 'JJ'), 2)","(('miracles', 'NNS'), 2)"
Misery Doctor,"(('drugs', 'NNS'), 5)","(('friends', 'NNS'), 5)","(('addiction', 'NN'), 4)","(('life', 'NN'), 4)","(('thing', 'NN'), 4)","(('recovery', 'NN'), 4)","(('that', 'WDT'), 4)","(('love', 'NN'), 3)","(('more', 'RBR'), 3)","(('been', 'VBN'), 3)","(('out', 'RP'), 3)","(('there', 'EX'), 3)","(('huge', 'JJ'), 2)","(('using', 'VBG'), 2)","(('program', 'NN'), 2)","(('girl', 'NN'), 2)","(('people', 'NNS'), 2)","(('only', 'JJ'), 2)","(('days', 'NNS'), 2)","(('time', 'NN'), 2)"
Misery Minister,"(('misery', 'NN'), 6)","(('way', 'NN'), 3)","(('that', 'WDT'), 2)","(('suck', 'NN'), 2)","(('life', 'NN'), 2)","(('more', 'RBR'), 2)","(('mechanism', 'NN'), 1)","(('yesterday', 'NN'), 1)","(('Embrace', 'NNP'), 1)","(('managing', 'VBG'), 1)","(('halt', 'NN'), 1)","(('Misery', 'NNP'), 1)","(('helmet', 'NN'), 1)","(('sayings', 'NNS'), 1)","(('ease', 'NN'), 1)","(('mindset', 'NN'), 1)","(('today', 'NN'), 1)","(('Life', 'NNP'), 1)","(('new', 'JJ'), 1)","(('bad', 'JJ'), 1)"
Misery Miser,"(('discomfort', 'NN'), 4)","(('who', 'WP'), 4)","(('addiction', 'NN'), 3)","(('cravings', 'NNS'), 3)","(('beautiful', 'JJ'), 2)","(('foods', 'NNS'), 2)","(('drugs', 'NNS'), 2)","(('weather', 'NN'), 2)","(('people', 'NNS'), 2)","(('own', 'JJ'), 2)","(('disease', 'NN'), 2)","(('focused', 'VBN'), 2)","(('one', 'CD'), 2)","(('There', 'EX'), 2)","(('day', 'NN'), 2)","(('up', 'RP'), 2)","(('been', 'VBN'), 2)","(('gold', 'NN'), 1)","(('period', 'NN'), 1)","(('middle', 'JJ'), 1)"
Missi-Un-Impossiblizer ,"(('good', 'JJ'), 2)","(('foods', 'NNS'), 2)","(('beliefs', 'NNS'), 2)","(('when', 'WRB'), 2)","(('normal', 'JJ'), 2)","(('that', 'WDT'), 2)","(('bye', 'NN'), 2)","(('When', 'WRB'), 2)","(('food', 'NN'), 2)","(('neutrality', 'NN'), 1)","(('beginning', 'VBG'), 1)","(('instance', 'NN'), 1)","(('feeling', 'NN'), 1)","(('thought', 'NN'), 1)","(('clean', 'JJ'), 1)","(('flip', 'JJ'), 1)","(('anything', 'NN'), 1)","(('experience', 'NN'), 1)","(('using', 'VBG'), 1)","(('able', 'JJ'), 1)"
Mistruster Duster,"(('things', 'NNS'), 3)","(('life', 'NN'), 3)","(('way', 'NN'), 2)","(('amount', 'NN'), 1)","(('manager', 'NN'), 1)","(('aspect', 'NN'), 1)","(('much', 'JJ'), 1)","(('etc.', 'FW'), 1)","(('serenity', 'NN'), 1)","(('liberal', 'JJ'), 1)","(('what', 'WP'), 1)","(('conversation', 'NN'), 1)","(('stage', 'NN'), 1)","(('Letting', 'VBG'), 1)","(('harder', 'NN'), 1)","(('go', 'NN'), 1)","(('sucks', 'NNS'), 1)","(('worse', 'JJR'), 1)","(('control', 'NN'), 1)","(('easier', 'JJR'), 1)"
Monkey Mind Cleanser,"(('thoughts', 'NNS'), 2)","(('things', 'NNS'), 1)","(('going', 'VBG'), 1)","(('much', 'JJ'), 1)","(('they＊re', 'NN'), 1)","(('life', 'NN'), 1)","(('It＊s', 'NNP'), 1)","(('I＊m', 'NNP'), 1)","(('using', 'VBG'), 1)","(('mind', 'NN'), 1)","(('conspiring', 'VBG'), 1)","(('monkey', 'NN'), 1)","(('realizing', 'VBG'), 1)","(('stay', 'NN'), 1)","(('there＊s', 'NN'), 1)","(('best', 'JJS'), 1)","(('back', 'NN'), 1)","(('when', 'WRB'), 1)","(('course', 'NN'), 1)",
Moody MF＊r,"(('days', 'NNS'), 5)","(('When', 'WRB'), 5)","(('emotions', 'NNS'), 4)","(('mood', 'NN'), 3)","(('drugs', 'NNS'), 3)","(('control', 'NN'), 3)","(('anything', 'NN'), 2)","(('being', 'VBG'), 2)","(('doing', 'VBG'), 2)","(('up', 'RP'), 2)","(('life', 'NN'), 2)","(('own', 'JJ'), 2)","(('angry', 'JJ'), 2)","(('what', 'WP'), 2)","(('program', 'NN'), 2)","(('good', 'JJ'), 2)","(('feelings', 'NNS'), 2)","(('able', 'JJ'), 2)","(('people', 'NNS'), 2)","(('pot', 'NN'), 2)"
Moonlight Moonshooter,"(('sobriety', 'NN'), 4)","(('how', 'WRB'), 4)","(('morning', 'NN'), 4)","(('beautiful', 'JJ'), 2)","(('being', 'VBG'), 2)","(('when', 'WRB'), 2)","(('focus', 'NN'), 2)","(('getting', 'VBG'), 2)","(('drugs', 'NNS'), 2)","(('night', 'NN'), 2)","(('addiction', 'NN'), 2)","(('dope', 'NN'), 2)","(('brief', 'NN'), 1)","(('grip', 'NN'), 1)","(('first', 'JJ'), 1)","(('kid', 'NN'), 1)","(('choice', 'NN'), 1)","(('love', 'NN'), 1)","(('Everything', 'VBG'), 1)","(('feeling', 'NN'), 1)"
Moonlight Motivator,"(('gratification', 'NN'), 5)","(('same', 'JJ'), 2)","(('drugs', 'NNS'), 2)","(('up', 'RP'), 2)","(('addiction', 'NN'), 2)","(('dope', 'NN'), 2)","(('sobriety', 'NN'), 1)","(('better', 'JJR'), 1)","(('light', 'NN'), 1)","(('motivated', 'VBN'), 1)","(('mindset', 'NN'), 1)","(('amazing', 'JJ'), 1)","(('better', 'RBR'), 1)","(('kids', 'NNS'), 1)","(('sick', 'JJ'), 1)","(('been', 'VBN'), 1)","(('worth', 'JJ'), 1)","(('worse', 'JJR'), 1)","(('friendless', 'NN'), 1)","(('towards', 'NNS'), 1)"
Motivation Moonbeamer ,"(('life', 'NN'), 6)","(('recovery', 'NN'), 5)","(('natural', 'JJ'), 3)","(('that', 'WDT'), 3)","(('food', 'NN'), 3)","(('alternatives', 'NNS'), 2)","(('watching', 'VBG'), 2)","(('drinks', 'NNS'), 2)","(('foods', 'NNS'), 2)","(('work', 'NN'), 2)","(('weight', 'NN'), 2)","(('up', 'RP'), 2)","(('need', 'NN'), 2)","(('people', 'NNS'), 2)","(('which', 'WDT'), 2)","(('who', 'WP'), 2)","(('diet', 'JJ'), 2)","(('lessons', 'NNS'), 2)","(('great', 'JJ'), 2)","(('shows', 'NNS'), 2)"
Must Buster,"(('day', 'NN'), 3)","(('much', 'JJ'), 2)","(('activities', 'NNS'), 2)","(('things', 'NNS'), 2)","(('done', 'VBN'), 2)","(('many', 'JJ'), 1)","(('instances', 'NNS'), 1)","(('time', 'NN'), 1)","(('written', 'VBN'), 1)","(('musts', 'NNS'), 1)","(('adjustments', 'NNS'), 1)","(('changed', 'VBN'), 1)","(('plate', 'NN'), 1)","(('one', 'CD'), 1)","(('isn＊t', 'NN'), 1)","(('what', 'WP'), 1)","(('stressed', 'VBN'), 1)","(('when', 'WRB'), 1)","(('putting', 'VBG'), 1)","(('certain', 'JJ'), 1)"
My Badiator,"(('amends', 'NNS'), 3)","(('making', 'VBG'), 3)","(('someone', 'NN'), 3)","(('pain', 'NN'), 3)","(('sharing', 'VBG'), 2)","(('addiction', 'NN'), 2)","(('what', 'WP'), 2)","(('mistakes', 'NNS'), 2)","(('actions', 'NNS'), 1)","(('active', 'JJ'), 1)","(('amount', 'NN'), 1)","(('sorry', 'NN'), 1)","(('Apologies', 'NNS'), 1)","(('greater', 'JJR'), 1)","(('made', 'VBN'), 1)","(('My', 'NNP'), 1)","(('better', 'JJR'), 1)","(('Badiator', 'NNP'), 1)","(('called', 'VBN'), 1)","(('bad', 'JJ'), 1)"
NEW LIFE / POSSIBILITIES,"(('life', 'NN'), 17)","(('recovery', 'NN'), 14)","(('clean', 'JJ'), 9)","(('things', 'NNS'), 9)","(('that', 'WDT'), 9)","(('slate', 'NN'), 9)","(('doing', 'VBG'), 7)","(('what', 'WP'), 7)","(('getting', 'VBG'), 7)","(('future', 'NN'), 7)","(('time', 'NN'), 6)","(('being', 'VBG'), 5)","(('drugs', 'NNS'), 5)","(('looking', 'VBG'), 4)","(('每', 'NNP'), 4)","(('new', 'JJ'), 4)","(('when', 'WRB'), 4)","(('addict', 'NN'), 4)","(('true', 'JJ'), 4)","(('great', 'JJ'), 4)"
NEW PATTERN PAINTER / admit & amends,"(('amends', 'NNS'), 8)","(('people', 'NNS'), 5)","(('mistakes', 'NNS'), 5)","(('when', 'WRB'), 4)","(('behavior', 'NN'), 4)","(('excuses', 'NNS'), 4)","(('that', 'WDT'), 4)","(('addiction', 'NN'), 4)","(('time', 'NN'), 4)","(('more', 'RBR'), 4)","(('anger', 'NN'), 4)","(('past', 'JJ'), 3)","(('things', 'NNS'), 3)","(('bad', 'JJ'), 3)","(('recovery', 'NN'), 3)","(('more', 'JJR'), 3)","(('I＊ve', 'NNP'), 3)","(('experience', 'NN'), 3)","(('others', 'NNS'), 3)","(('step', 'NN'), 3)"
NEW PATTERN PAINTER / motivations,"(('life', 'NN'), 17)","(('motivation', 'NN'), 12)","(('addiction', 'NN'), 8)","(('pot', 'NN'), 8)","(('that', 'WDT'), 8)","(('been', 'VBN'), 7)","(('getting', 'VBG'), 7)","(('good', 'JJ'), 7)","(('drugs', 'NNS'), 7)","(('being', 'VBG'), 6)","(('way', 'NN'), 6)","(('new', 'JJ'), 6)","(('what', 'WP'), 5)","(('recovery', 'NN'), 5)","(('able', 'JJ'), 5)","(('time', 'NN'), 5)","(('future', 'NN'), 5)","(('easy', 'JJ'), 5)","(('one', 'CD'), 5)","(('going', 'VBG'), 4)"
NEW PATTERN PAINTER / share & learn,"(('friends', 'NNS'), 10)","(('people', 'NNS'), 10)","(('when', 'WRB'), 9)","(('recovery', 'NN'), 8)","(('who', 'WP'), 8)","(('that', 'WDT'), 8)","(('addiction', 'NN'), 6)","(('positive', 'JJ'), 6)","(('cravings', 'NNS'), 6)","(('out', 'RP'), 6)","(('thoughts', 'NNS'), 6)","(('being', 'VBG'), 5)","(('time', 'NN'), 5)","(('way', 'NN'), 5)","(('life', 'NN'), 5)","(('things', 'NNS'), 5)","(('something', 'NN'), 5)","(('one', 'CD'), 5)","(('detox', 'NN'), 4)","(('memory', 'NN'), 4)"
NEW PATTERN PAINTER / support groups,"(('recovery', 'NN'), 5)","(('withdrawal', 'NN'), 4)","(('building', 'NN'), 4)","(('meetings', 'NNS'), 3)","(('when', 'WRB'), 3)","(('meeting', 'NN'), 3)","(('that', 'WDT'), 3)","(('tiny', 'JJ'), 2)","(('up', 'RP'), 2)","(('life', 'NN'), 2)","(('strong', 'JJ'), 2)","(('support', 'NN'), 2)","(('anxiety', 'NN'), 2)","(('changes', 'NNS'), 2)","(('things', 'NNS'), 2)","(('disease', 'NN'), 2)","(('positive', 'JJ'), 2)","(('getting', 'VBG'), 2)","(('foundation', 'NN'), 2)","(('One', 'CD'), 2)"
Negativity Negotiator,"(('negative', 'JJ'), 9)","(('life', 'NN'), 9)","(('recovery', 'NN'), 7)","(('thoughts', 'NNS'), 7)","(('that', 'WDT'), 6)","(('being', 'VBG'), 5)","(('more', 'RBR'), 5)","(('important', 'JJ'), 4)","(('way', 'NN'), 3)","(('things', 'NNS'), 3)","(('sober', 'NN'), 3)","(('positive', 'JJ'), 3)","(('there', 'EX'), 3)","(('been', 'VBN'), 3)","(('I＊m', 'NNP'), 3)","(('able', 'JJ'), 3)","(('negativity', 'NN'), 3)","(('own', 'JJ'), 3)","(('program', 'NN'), 2)","(('elements', 'NNS'), 2)"
Negativity Ninja,"(('life', 'NN'), 6)","(('negative', 'JJ'), 4)","(('how', 'WRB'), 3)","(('positive', 'JJ'), 3)","(('people', 'NNS'), 3)","(('When', 'WRB'), 3)","(('thoughts', 'NNS'), 2)","(('other', 'JJ'), 2)","(('up', 'RP'), 2)","(('focus', 'NN'), 2)","(('negativity', 'NN'), 2)","(('problems', 'NNS'), 2)","(('action', 'NN'), 2)","(('mind', 'NN'), 2)","(('when', 'WRB'), 2)","(('One', 'CD'), 2)","(('thought', 'NN'), 2)","(('more', 'RBR'), 1)","(('significant', 'JJ'), 1)","(('anything', 'NN'), 1)"
Negativity Nuker,"(('drugs', 'NNS'), 5)","(('life', 'NN'), 3)","(('When', 'WRB'), 3)","(('thoughts', 'NNS'), 2)","(('clean', 'JJ'), 2)","(('negative', 'JJ'), 2)","(('able', 'JJ'), 2)","(('other', 'JJ'), 2)","(('care', 'NN'), 2)","(('important', 'JJ'), 2)","(('emotions', 'NNS'), 2)","(('每', 'JJ'), 2)","(('when', 'WRB'), 2)","(('own', 'JJ'), 2)","(('things', 'NNS'), 2)","(('ways', 'NNS'), 2)","(('respect', 'NN'), 2)","(('time', 'NN'), 2)","(('control', 'NN'), 2)","(('achieved', 'VBN'), 2)"
Nerve Ninja,"(('stress', 'NN'), 5)","(('triggers', 'NNS'), 4)","(('work', 'NN'), 3)","(('time', 'NN'), 3)","(('Today', 'NN'), 2)","(('things', 'NNS'), 2)","(('feelings', 'NNS'), 2)","(('common', 'JJ'), 2)","(('trigger', 'NN'), 2)","(('most', 'RBS'), 2)","(('Stress', 'NN'), 2)","(('relationship', 'NN'), 2)","(('relationships', 'NNS'), 2)","(('better', 'JJR'), 1)","(('anything', 'NN'), 1)","(('and/or', 'RP'), 1)","(('problem', 'NN'), 1)","(('feeling', 'VBG'), 1)","(('desires', 'NNS'), 1)","(('defects', 'NNS'), 1)"
NeuroTuner,"(('disease', 'NN'), 5)","(('thinker', 'NN'), 4)","(('mindset', 'NN'), 4)","(('mind', 'NN'), 3)","(('chance', 'NN'), 3)","(('addictive', 'JJ'), 3)","(('plan', 'NN'), 3)","(('foods', 'NNS'), 3)","(('lazy', 'JJ'), 3)","(('addiction', 'NN'), 3)","(('better', 'JJR'), 3)","(('food', 'NN'), 3)","(('being', 'VBG'), 2)","(('up', 'RP'), 2)","(('things', 'NNS'), 2)","(('control', 'NN'), 2)","(('how', 'WRB'), 2)","(('drugs', 'NNS'), 2)","(('recovery', 'NN'), 2)","(('different', 'JJ'), 2)"
New Pattern Painter,"(('going', 'VBG'), 11)","(('life', 'NN'), 7)","(('that', 'WDT'), 6)","(('when', 'WRB'), 4)","(('drugs', 'NNS'), 4)","(('God', 'NNP'), 3)","(('years', 'NNS'), 3)","(('great', 'JJ'), 3)","(('pot', 'NN'), 3)","(('room', 'NN'), 3)","(('logical', 'JJ'), 3)","(('away', 'RP'), 3)","(('something', 'NN'), 3)","(('way', 'NN'), 3)","(('same', 'JJ'), 2)","(('today', 'NN'), 2)","(('perspective', 'NN'), 2)","(('drinking', 'NN'), 2)","(('been', 'VBN'), 2)","(('man', 'NN'), 2)"
New Pattern Painter / confidence & awareness,"(('that', 'WDT'), 19)","(('life', 'NN'), 12)","(('when', 'WRB'), 10)","(('new', 'JJ'), 9)","(('healthy', 'JJ'), 8)","(('When', 'WRB'), 7)","(('food', 'NN'), 7)","(('things', 'NNS'), 7)","(('something', 'NN'), 6)","(('recovery', 'NN'), 6)","(('addiction', 'NN'), 6)","(('time', 'NN'), 6)","(('there', 'EX'), 6)","(('foods', 'NNS'), 6)","(('trigger', 'NN'), 6)","(('what', 'WP'), 5)","(('I＊ve', 'NNP'), 5)","(('habits', 'NNS'), 5)","(('years', 'NNS'), 5)","(('disguise', 'NN'), 5)"
New Pattern Painter / grit & progress,"(('that', 'WDT'), 9)","(('addiction', 'NN'), 8)","(('life', 'NN'), 6)","(('when', 'WRB'), 6)","(('positive', 'JJ'), 6)","(('doing', 'VBG'), 5)","(('things', 'NNS'), 5)","(('up', 'RP'), 4)","(('discomfort', 'NN'), 4)","(('beliefs', 'NNS'), 4)","(('what', 'WP'), 4)","(('behaviors', 'NNS'), 4)","(('new', 'JJ'), 4)","(('better', 'JJR'), 4)","(('been', 'VBN'), 4)","(('way', 'NN'), 4)","(('done', 'VBN'), 4)","(('other', 'JJ'), 3)","(('progress', 'NN'), 3)","(('behaviour', 'NN'), 3)"
Obstacle Oblivionizer,"(('hardships', 'NNS'), 2)","(('life', 'NN'), 2)","(('going', 'VBG'), 1)","(('things', 'NNS'), 1)","(('challenges', 'NNS'), 1)","(('growing', 'VBG'), 1)","(('terms', 'NNS'), 1)","(('taking', 'VBG'), 1)","(('kid', 'NN'), 1)","(('difficult', 'JJ'), 1)","(('stronger', 'JJR'), 1)","(('character', 'NN'), 1)","(('who', 'WP'), 1)","(('gone', 'VBN'), 1)","(('thing', 'NN'), 1)","(('today', 'NN'), 1)","(('permission', 'NN'), 1)","(('become', 'VBN'), 1)","(('accepting', 'VBG'), 1)","(('life＊s', 'NN'), 1)"
Obstacle Smithereener,"(('obstacles', 'NNS'), 4)","(('challenges', 'NNS'), 3)","(('recovery', 'NN'), 2)","(('lessons', 'NNS'), 2)","(('hard', 'JJ'), 2)","(('great', 'JJ'), 2)","(('that', 'WDT'), 2)","(('Obstacles', 'NNS'), 2)","(('pattern', 'NN'), 1)","(('better', 'JJR'), 1)","(('behavior', 'NN'), 1)","(('put', 'VBN'), 1)","(('quit', 'NN'), 1)","(('feeling', 'VBG'), 1)","(('emotional', 'JJ'), 1)","(('reason', 'NN'), 1)","(('help', 'NN'), 1)","(('facing', 'VBG'), 1)","(('when', 'WRB'), 1)","(('obstacle', 'NN'), 1)"
Old Belief Butcher,"(('when', 'WRB'), 5)","(('beliefs', 'NNS'), 4)","(('cause', 'NN'), 3)","(('root', 'NN'), 3)","(('set', 'VBN'), 2)","(('out', 'RP'), 2)","(('old', 'JJ'), 2)","(('Knowing', 'VBG'), 2)","(('self-examination', 'NN'), 2)","(('I＊ll', 'NNP'), 1)","(('better', 'JJR'), 1)","(('more', 'RBR'), 1)","(('pointing', 'VBG'), 1)","(('insult', 'NN'), 1)","(('age', 'NN'), 1)","(('dear', 'NN'), 1)","(('excitement', 'NN'), 1)","(('examination', 'NN'), 1)","(('able', 'JJ'), 1)","(('irrational', 'JJ'), 1)"
Opportunity Oompher,"(('something', 'NN'), 8)","(('life', 'NN'), 5)","(('ways', 'NNS'), 5)","(('clean', 'JJ'), 4)","(('that', 'WDT'), 4)","(('fate', 'NN'), 4)","(('opportunities', 'NNS'), 4)","(('new', 'JJ'), 3)","(('when', 'WRB'), 3)","(('things', 'NNS'), 3)","(('time', 'NN'), 3)","(('going', 'VBG'), 3)","(('backwards', 'NNS'), 3)","(('old', 'JJ'), 3)","(('There', 'EX'), 2)","(('lightbulb', 'NN'), 2)","(('problem', 'NN'), 2)","(('10,000', 'CD'), 2)","(('times', 'NNS'), 2)","(('more', 'JJR'), 2)"
Pain Abstainer,"(('time', 'NN'), 3)","(('impulses', 'NNS'), 3)","(('pain', 'NN'), 3)","(('problem', 'NN'), 2)","(('life', 'NN'), 2)","(('people', 'NNS'), 2)","(('using', 'VBG'), 2)","(('only', 'JJ'), 2)","(('more', 'RBR'), 2)","(('sobriety', 'NN'), 2)","(('how', 'WRB'), 2)","(('bad', 'JJ'), 2)","(('option', 'NN'), 2)","(('recovery', 'NN'), 2)","(('that', 'WDT'), 2)","(('matter', 'NN'), 1)","(('perspective', 'NN'), 1)","(('admitted', 'VBN'), 1)","(('anything', 'NN'), 1)","(('choice', 'NN'), 1)"
Panic X＊r,"(('panic', 'JJ'), 2)","(('wary', 'JJ'), 1)","(('situation', 'NN'), 1)","(('excuse', 'NN'), 1)","(('pocket', 'NN'), 1)","(('one', 'CD'), 1)","((""X'r"", 'NN'), 1)","(('that', 'WDT'), 1)","(('time', 'NN'), 1)","(('每', 'NN'), 1)","(('baggie', 'NN'), 1)","(('attacks', 'NNS'), 1)","(('small', 'JJ'), 1)","(('Half', 'PDT'), 1)","(('anic', 'JJ'), 1)","(('attack', 'NN'), 1)","(('hankering', 'VBG'), 1)",,,
