,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
The Irrita-shunner,"(('anger', 'NN'), 3)","(('how', 'WRB'), 3)","(('others', 'NNS'), 3)","(('more', 'RBR'), 3)","(('kind', 'NN'), 2)","(('getting', 'VBG'), 1)","(('clean', 'JJ'), 1)","(('space', 'NN'), 1)","(('out', 'RP'), 1)","(('I＊ve', 'NNP'), 1)","(('Rehab', 'NNP'), 1)","(('outlet', 'NN'), 1)","(('healthy', 'JJ'), 1)","(('creative', 'JJ'), 1)","(('when', 'WRB'), 1)","(('why', 'WRB'), 1)","(('Coming', 'VBG'), 1)","(('help', 'NN'), 1)","(('ways', 'NNS'), 1)","(('drugs/alcohol', 'NN'), 1)"
The Mindfulizer,"(('free', 'JJ'), 5)","(('what', 'WP'), 5)","(('food', 'NN'), 5)","(('today', 'NN'), 4)","(('that', 'WDT'), 4)","(('life', 'NN'), 3)","(('time', 'NN'), 3)","(('baby', 'JJ'), 3)","(('how', 'WRB'), 3)","(('one', 'CD'), 3)","(('anger', 'NN'), 3)","(('day', 'NN'), 3)","(('steps', 'NNS'), 3)","(('master', 'NN'), 2)","(('anything', 'NN'), 2)","(('angerexic', 'NN'), 2)","(('other', 'JJ'), 2)","(('being', 'VBG'), 2)","(('Today', 'NN'), 2)","(('doing', 'VBG'), 2)"
The Momentumizer ,"(('time', 'NN'), 4)","(('recovery', 'NN'), 4)","(('new', 'JJ'), 3)","(('life', 'NN'), 3)","(('bridges', 'NNS'), 3)","(('urges', 'NNS'), 3)","(('that', 'WDT'), 3)","(('important', 'JJ'), 2)","(('days', 'NNS'), 2)","(('journey', 'NN'), 2)","(('sit', 'NN'), 2)","(('long', 'JJ'), 2)","(('ways', 'NNS'), 2)","(('sobriety', 'NN'), 2)","(('gone', 'VBN'), 2)","(('moments', 'NNS'), 2)","(('I＊ve', 'NNP'), 2)","(('something', 'NN'), 2)","(('chill', 'VBN'), 1)","(('thoughts', 'NNS'), 1)"
The Procrastina-shunner,"(('lazy', 'JJ'), 7)","(('something', 'NN'), 6)","(('life', 'NN'), 5)","(('things', 'NNS'), 5)","(('When', 'WRB'), 4)","(('drugs', 'NNS'), 4)","(('more', 'JJR'), 4)","(('relapse', 'NN'), 4)","(('try', 'NN'), 4)","(('doing', 'VBG'), 3)","(('up', 'RP'), 3)","(('when', 'WRB'), 3)","(('ways', 'NNS'), 3)","(('being', 'VBG'), 3)","(('recovery', 'NN'), 3)","(('I＊ve', 'NNP'), 3)","(('time', 'NN'), 3)","(('one', 'CD'), 3)","(('way', 'NN'), 3)","(('I＊d', 'NNP'), 3)"
The Soulutionizer,"(('plan', 'NN'), 4)","(('stress', 'NN'), 3)","(('out', 'RP'), 2)","(('work', 'NN'), 2)","(('mood', 'NN'), 2)","(('changing', 'VBG'), 1)","(('situation', 'NN'), 1)","(('goal', 'NN'), 1)","(('Recalling', 'VBG'), 1)","(('soother', 'NN'), 1)","(('urge', 'NN'), 1)","(('elevates', 'NNS'), 1)","(('Today', 'NN'), 1)","(('temporary', 'JJ'), 1)","(('trickling', 'JJ'), 1)","(('sooths', 'POS'), 1)","(('Removing', 'VBG'), 1)","(('one', 'CD'), 1)","(('sad', 'JJ'), 1)","(('drugs', 'NNS'), 1)"
The Successcalator,"(('God', 'NNP'), 11)","(('recovery', 'NN'), 10)","(('when', 'WRB'), 8)","(('work', 'NN'), 7)","(('one', 'CD'), 7)","(('way', 'NN'), 7)","(('things', 'NNS'), 5)","(('someone', 'NN'), 5)","(('something', 'NN'), 4)","(('how', 'WRB'), 4)","(('new', 'JJ'), 4)","(('where', 'WRB'), 4)","(('better', 'JJR'), 4)","(('day', 'NN'), 4)","(('life', 'NN'), 3)","(('been', 'VBN'), 3)","(('ways', 'NNS'), 3)","(('When', 'WRB'), 3)","(('12', 'CD'), 3)","(('feelings', 'NNS'), 3)"
The Wellectrifier,"(('life', 'NN'), 8)","(('how', 'WRB'), 3)","(('drugs', 'NNS'), 3)","(('gutter', 'NN'), 3)","(('When', 'WRB'), 3)","(('people', 'NNS'), 2)","(('action', 'NN'), 2)","(('mind', 'NN'), 2)","(('who', 'WP'), 2)","(('power', 'NN'), 2)","(('more', 'JJR'), 2)","(('stable', 'JJ'), 2)","(('likely', 'JJ'), 1)","(('situation', 'NN'), 1)","(('clean', 'JJ'), 1)","(('date', 'NN'), 1)","(('anything', 'NN'), 1)","(('ground', 'NN'), 1)","(('better', 'RBR'), 1)","(('choice', 'NN'), 1)"
The Wellifier ,"(('discomfort', 'NN'), 4)","(('stress', 'NN'), 3)","(('feelings', 'NNS'), 3)","(('Tolerating', 'VBG'), 2)","(('way', 'NN'), 1)","(('first', 'JJ'), 1)","(('tolerating', 'VBG'), 1)","(('situation', 'NN'), 1)","(('resource', 'NN'), 1)","(('tool', 'NN'), 1)","(('using', 'VBG'), 1)","(('Tackling', 'VBG'), 1)","(('relieves', 'NNS'), 1)","(('Feeling', 'NN'), 1)","(('other', 'JJ'), 1)","(('world', 'NN'), 1)","(('end', 'NN'), 1)","(('work', 'NN'), 1)","(('part', 'NN'), 1)","(('weak', 'JJ'), 1)"
Thought Auditor,"(('thoughts', 'NNS'), 5)","(('negative', 'JJ'), 2)","(('when', 'WRB'), 2)","(('ones', 'NNS'), 2)","(('tossed', 'VBN'), 2)","(('sober', 'JJ'), 1)","(('responsibilities', 'NNS'), 1)","(('care', 'NN'), 1)","(('factors', 'NNS'), 1)","(('using', 'VBG'), 1)","(('much', 'JJ'), 1)","(('best', 'JJS'), 1)","(('changes', 'NNS'), 1)","(('mindset', 'NN'), 1)","(('conspiring', 'VBG'), 1)","(('supportive', 'JJ'), 1)","(('..trashed', 'VBN'), 1)","(('how', 'WRB'), 1)","(('thought', 'NN'), 1)","(('program', 'NN'), 1)"
Thy Will Be Doner,"(('God', 'NNP'), 11)","(('life', 'NN'), 4)","(('when', 'WRB'), 4)","(('that', 'WDT'), 4)","(('problem', 'NN'), 3)","(('changes', 'NNS'), 3)","(('what', 'WP'), 3)","(('things', 'NNS'), 3)","(('trying', 'VBG'), 3)","(('next', 'JJ'), 3)","(('thing', 'NN'), 3)","(('foods', 'NNS'), 2)","(('I＊ve', 'NNP'), 2)","(('up', 'RP'), 2)","(('something', 'NN'), 2)","(('addiction', 'NN'), 2)","(('right', 'JJ'), 2)","(('idea', 'NN'), 2)","(('God＊s', 'NNP'), 2)","(('lessons', 'NNS'), 2)"
Torment Terminator,"(('life', 'NN'), 15)","(('addiction', 'NN'), 11)","(('drugs', 'NNS'), 9)","(('that', 'WDT'), 9)","(('when', 'WRB'), 8)","(('out', 'RP'), 8)","(('time', 'NN'), 7)","(('miracle', 'NN'), 6)","(('who', 'WP'), 6)","(('easy', 'JJ'), 6)","(('good', 'JJ'), 6)","(('what', 'WP'), 5)","(('day', 'NN'), 5)","(('pot', 'NN'), 5)","(('cravings', 'NNS'), 5)","(('thing', 'NN'), 5)","(('one', 'CD'), 5)","(('food', 'NN'), 5)","(('up', 'RP'), 4)","(('When', 'WRB'), 4)"
Trigger Auditor,"(('triggers', 'NNS'), 8)","(('addiction', 'NN'), 5)","(('what', 'WP'), 4)","(('pot', 'NN'), 3)","(('out', 'RP'), 3)","(('that', 'WDT'), 3)","(('comfort', 'NN'), 3)","(('huge', 'JJ'), 2)","(('when', 'WRB'), 2)","(('which', 'WDT'), 2)","(('life', 'NN'), 2)","(('challenge', 'NN'), 2)","(('left', 'VBN'), 2)","(('hope', 'NN'), 2)","(('allowing', 'VBG'), 2)","(('knowing', 'VBG'), 2)","(('emotion', 'NN'), 2)","(('how', 'WRB'), 2)","(('pages', 'NNS'), 2)","(('easy', 'JJ'), 2)"
Trigger SOS＊r,"(('thoughts', 'NNS'), 7)","(('food', 'NN'), 6)","(('up', 'RP'), 4)","(('that', 'WDT'), 4)","(('today', 'NN'), 3)","(('stores', 'NNS'), 3)","(('power', 'NN'), 3)","(('when', 'WRB'), 3)","(('liquor', 'NN'), 3)","(('one', 'CD'), 3)","(('problem', 'NN'), 2)","(('negative', 'JJ'), 2)","(('something', 'NN'), 2)","(('others', 'NNS'), 2)","(('home', 'NN'), 2)","(('Just', 'NNP'), 2)","(('dreams', 'NNS'), 2)","(('what', 'WP'), 2)","(('self-harm', 'JJ'), 2)","(('When', 'WRB'), 2)"
Trigger Transformer,"(('triggers', 'NNS'), 3)","(('things', 'NNS'), 3)","(('time', 'NN'), 3)","(('how', 'WRB'), 3)","(('positive', 'JJ'), 3)","(('feelings', 'NNS'), 3)","(('that', 'WDT'), 3)","(('thoughts', 'NNS'), 2)","(('work', 'NN'), 2)","(('up', 'RP'), 2)","(('life', 'NN'), 2)","(('trigger', 'NN'), 2)","(('God', 'NNP'), 2)","(('stress', 'NN'), 2)","(('manner', 'NN'), 2)","(('pot', 'NN'), 2)","(('person', 'NN'), 2)","(('out', 'RP'), 2)","(('friends', 'NNS'), 2)","(('Triggers', 'NNPS'), 1)"
Trigger Trespasser,"(('going', 'VBG'), 12)","(('pot', 'NN'), 6)","(('that', 'WDT'), 6)","(('addiction', 'NN'), 5)","(('one', 'CD'), 5)","(('triggers', 'NNS'), 5)","(('room', 'NN'), 4)","(('trigger', 'NN'), 4)","(('problem', 'NN'), 3)","(('stores', 'NNS'), 3)","(('ways', 'NNS'), 3)","(('when', 'WRB'), 3)","(('things', 'NNS'), 3)","(('urge', 'NN'), 3)","(('liquor', 'NN'), 3)","(('done', 'VBN'), 3)","(('places', 'NNS'), 2)","(('clean', 'JJ'), 2)","(('how', 'WRB'), 2)","(('easy', 'JJ'), 2)"
Trigger X＊r,"(('triggers', 'NNS'), 10)","(('that', 'WDT'), 8)","(('addiction', 'NN'), 7)","(('up', 'RP'), 5)","(('when', 'WRB'), 5)","(('things', 'NNS'), 5)","(('life', 'NN'), 4)","(('new', 'JJ'), 4)","(('people', 'NNS'), 4)","(('trigger', 'NN'), 4)","(('other', 'JJ'), 3)","(('nudity', 'NN'), 3)","(('avoiding', 'VBG'), 3)","(('places', 'NNS'), 2)","(('something', 'NN'), 2)","(('being', 'VBG'), 2)","(('going', 'VBG'), 2)","(('recovery', 'NN'), 2)","(('out', 'RP'), 2)","(('good', 'JJ'), 2)"
Triggers 101'r,"(('triggers', 'NNS'), 9)","(('that', 'WDT'), 4)","(('recovery', 'NN'), 4)","(('positive', 'JJ'), 3)","(('away', 'RP'), 2)","(('life', 'NN'), 2)","(('rid', 'JJ'), 2)","(('emotional', 'JJ'), 2)","(('behaviors', 'NNS'), 2)","(('things', 'NNS'), 2)","(('something', 'NN'), 2)","(('others', 'NNS'), 2)","(('friends', 'NNS'), 2)","(('shows', 'NNS'), 2)","(('movies', 'NNS'), 2)","(('losing', 'VBG'), 1)","(('vaults', 'NNS'), 1)","(('instrumental', 'JJ'), 1)","(('excellent', 'JJ'), 1)","(('negative', 'JJ'), 1)"
Troubles TBH＊r,"(('wave', 'NN'), 2)","(('going', 'VBG'), 1)","(('where', 'WRB'), 1)","(('Things', 'NNS'), 1)","(('vocabulary', 'NN'), 1)","(('happens', 'NNS'), 1)","(('sight', 'NN'), 1)","(('shit', 'NN'), 1)","(('wrong', 'JJ'), 1)","(('best', 'JJS'), 1)","(('overcoming', 'VBG'), 1)","(('rough', 'JJ'), 1)","(('world', 'NN'), 1)","(('part', 'NN'), 1)","(('saying', 'NN'), 1)","(('board', 'NN'), 1)","(('only', 'JJ'), 1)","(('riding', 'VBG'), 1)","(('mind', 'NN'), 1)","(('which', 'WDT'), 1)"
Urge Auditor,"(('urge', 'NN'), 6)","(('withdrawal', 'NN'), 4)","(('recovery', 'NN'), 4)","(('what', 'WP'), 3)","(('when', 'WRB'), 3)","(('impulses', 'NNS'), 3)","(('urges', 'NNS'), 3)","(('meetings', 'NNS'), 3)","(('option', 'NN'), 2)","(('life', 'NN'), 2)","(('people', 'NNS'), 2)","(('anxiety', 'NN'), 2)","(('things', 'NNS'), 2)","(('time', 'NN'), 2)","(('When', 'WRB'), 2)","(('pot', 'NN'), 2)","(('only', 'JJ'), 2)","(('bad', 'JJ'), 2)","(('physical', 'JJ'), 2)","(('One', 'CD'), 2)"
Urge Namerizer,"(('afraid', 'JJ'), 5)","(('urge', 'NN'), 3)","(('fear', 'NN'), 3)","(('person', 'NN'), 3)","(('urges', 'NNS'), 2)","(('things', 'NNS'), 2)","(('help', 'NN'), 2)","(('tough', 'JJ'), 2)","(('what', 'WP'), 2)","(('relationships', 'NNS'), 2)","(('address', 'NN'), 2)","(('temptations', 'NNS'), 1)","(('actions', 'NNS'), 1)","(('that', 'WDT'), 1)","(('contrary', 'JJ'), 1)","(('losing', 'VBG'), 1)","(('anything', 'NN'), 1)","(('huge', 'JJ'), 1)","(('close', 'JJ'), 1)","(('negative', 'JJ'), 1)"
Urge Purger,"(('pot', 'NN'), 9)","(('easy', 'JJ'), 6)","(('addiction', 'NN'), 6)","(('that', 'WDT'), 5)","(('urges', 'NNS'), 5)","(('life', 'NN'), 4)","(('something', 'NN'), 4)","(('what', 'WP'), 4)","(('urge', 'NN'), 4)","(('up', 'RP'), 3)","(('attitude', 'NN'), 3)","(('least', 'JJS'), 3)","(('time', 'NN'), 3)","(('more', 'RBR'), 3)","(('being', 'VBG'), 2)","(('chemical', 'NN'), 2)","(('emotions', 'NNS'), 2)","(('chance', 'NN'), 2)","(('how', 'WRB'), 2)","(('Sprite', 'NNP'), 2)"
Urge X＊r,"(('control', 'NN'), 6)","(('urges', 'NNS'), 6)","(('that', 'WDT'), 5)","(('home', 'NN'), 4)","(('foods', 'NNS'), 4)","(('up', 'RP'), 4)","(('bad', 'JJ'), 3)","(('one', 'CD'), 3)","(('many', 'JJ'), 3)","(('cream', 'NN'), 2)","(('urge', 'NN'), 2)","(('times', 'NNS'), 2)","(('which', 'WDT'), 2)","(('compulsions', 'NNS'), 2)","(('important', 'JJ'), 2)","(('where', 'WRB'), 2)","(('addiction', 'NN'), 2)","(('what', 'WP'), 2)","(('when', 'WRB'), 2)","(('right', 'JJ'), 2)"
VULNERABILITY / Radical self honesty,"(('addiction', 'NN'), 10)","(('life', 'NN'), 9)","(('honesty', 'NN'), 7)","(('things', 'NNS'), 7)","(('instinct', 'NN'), 6)","(('that', 'WDT'), 6)","(('drugs', 'NNS'), 6)","(('being', 'VBG'), 5)","(('only', 'JJ'), 5)","(('每', 'NN'), 5)","(('time', 'NN'), 5)","(('been', 'VBN'), 5)","(('way', 'NN'), 5)","(('hardships', 'NNS'), 5)","(('good', 'JJ'), 5)","(('person', 'NN'), 5)","(('old', 'JJ'), 5)","(('people', 'NNS'), 5)","(('down', 'RP'), 5)","(('friends', 'NNS'), 4)"
VULNERABILITY / admit,"(('things', 'NNS'), 7)","(('when', 'WRB'), 6)","(('addiction', 'NN'), 6)","(('When', 'WRB'), 5)","(('actions', 'NNS'), 5)","(('life', 'NN'), 4)","(('how', 'WRB'), 4)","(('accountable', 'JJ'), 4)","(('what', 'WP'), 3)","(('damage', 'NN'), 3)","(('easier', 'JJR'), 3)","(('recovery', 'NN'), 3)","(('something', 'NN'), 3)","(('using', 'VBG'), 3)","(('out', 'RP'), 3)","(('own', 'JJ'), 3)","(('time', 'NN'), 3)","(('much', 'JJ'), 2)","(('secrets', 'NNS'), 2)","(('Ditching', 'VBG'), 2)"
VULNERABILITY / connections,"(('life', 'NN'), 10)","(('bridges', 'NNS'), 8)","(('that', 'WDT'), 7)","(('what', 'WP'), 6)","(('when', 'WRB'), 6)","(('things', 'NNS'), 5)","(('recovery', 'NN'), 5)","(('people', 'NNS'), 5)","(('friends', 'NNS'), 4)","(('able', 'JJ'), 4)","(('cravings', 'NNS'), 4)","(('addiction', 'NN'), 4)","(('withdrawal', 'NN'), 4)","(('connections', 'NNS'), 4)","(('looking', 'VBG'), 4)","(('love', 'NN'), 3)","(('up', 'RP'), 3)","(('strong', 'JJ'), 3)","(('learning', 'VBG'), 3)","(('When', 'WRB'), 3)"
VULNERABILITY / give and receive,"(('who', 'WP'), 2)","(('helping', 'VBG'), 2)","(('rooms', 'NNS'), 2)","(('where', 'WRB'), 1)","(('12', 'CD'), 1)","(('entire', 'JJ'), 1)","(('steps', 'NNS'), 1)","(('true', 'JJ'), 1)","(('left', 'VBN'), 1)","(('anything', 'NN'), 1)","(('timers', 'NNS'), 1)","(('given', 'VBN'), 1)","(('People', 'NNS'), 1)","(('programs', 'NNS'), 1)","(('foods', 'NNS'), 1)","(('foundation', 'NN'), 1)","(('out', 'RP'), 1)","(('seen', 'VBN'), 1)","(('result', 'NN'), 1)","(('when', 'WRB'), 1)"
VULNERABILITY / listen to others,"(('recovery', 'NN'), 10)","(('when', 'WRB'), 7)","(('others', 'NNS'), 7)","(('friends', 'NNS'), 7)","(('who', 'WP'), 6)","(('people', 'NNS'), 6)","(('things', 'NNS'), 5)","(('behavior', 'NN'), 5)","(('hints', 'NNS'), 5)","(('excuses', 'NNS'), 4)","(('more', 'JJR'), 4)","(('addiction', 'NN'), 4)","(('vulnerable', 'JJ'), 3)","(('life', 'NN'), 3)","(('experience', 'NN'), 3)","(('wrong', 'JJ'), 3)","(('delusion', 'NN'), 3)","(('hard', 'JJ'), 3)","(('negative', 'JJ'), 3)","(('little', 'JJ'), 3)"
VULNERABILITY / mistakes & learning,"(('excuses', 'NNS'), 11)","(('God', 'NNP'), 9)","(('recovery', 'NN'), 8)","(('mistakes', 'NNS'), 7)","(('who', 'WP'), 6)","(('when', 'WRB'), 6)","(('responsibility', 'NN'), 6)","(('lessons', 'NNS'), 6)","(('that', 'WDT'), 6)","(('life', 'NN'), 5)","(('what', 'WP'), 5)","(('detox', 'NN'), 4)","(('hostility', 'NN'), 4)","(('friends', 'NNS'), 4)","(('obstacles', 'NNS'), 4)","(('up', 'RP'), 4)","(('something', 'NN'), 4)","(('problem', 'NN'), 4)","(('addiction', 'NN'), 4)","(('addict', 'NN'), 4)"
VULNERABILITY / reach out for help,"(('life', 'NN'), 12)","(('when', 'WRB'), 11)","(('recovery', 'NN'), 10)","(('help', 'NN'), 10)","(('that', 'WDT'), 9)","(('one', 'CD'), 9)","(('more', 'RBR'), 9)","(('people', 'NNS'), 8)","(('out', 'RP'), 7)","(('been', 'VBN'), 7)","(('something', 'NN'), 6)","(('addiction', 'NN'), 6)","(('lot', 'NN'), 6)","(('thoughts', 'NNS'), 6)","(('thought', 'NN'), 5)","(('food', 'NN'), 5)","(('foods', 'NNS'), 5)","(('program', 'NN'), 4)","(('God', 'NNP'), 4)","(('negative', 'JJ'), 4)"
VULNERABILITY / share challenges,"(('life', 'NN'), 4)","(('building', 'NN'), 4)","(('problems', 'NNS'), 3)","(('meeting', 'NN'), 3)","(('more', 'RBR'), 3)","(('disease', 'NN'), 3)","(('weight', 'NN'), 2)","(('hand', 'NN'), 2)","(('I＊m', 'NNP'), 2)","(('years', 'NNS'), 2)","(('first', 'JJ'), 2)","(('sponsor', 'NN'), 2)","(('addiction', 'NN'), 2)","(('things', 'NNS'), 2)","(('most', 'JJS'), 2)","(('tiny', 'JJ'), 2)","(('hardships', 'NNS'), 2)","(('healthier', 'JJR'), 2)","(('hard', 'JJ'), 2)","(('recovery', 'NN'), 2)"
VULNERABILITY / share emotions,"(('conflict', 'NN'), 5)","(('feelings', 'NNS'), 5)","(('emotions', 'NNS'), 4)","(('more', 'JJR'), 4)","(('how', 'WRB'), 3)","(('world', 'NN'), 2)","(('jealous', 'JJ'), 2)","(('suppressing', 'VBG'), 2)","(('up', 'RP'), 2)","(('right', 'JJ'), 2)","(('important', 'JJ'), 2)","(('things', 'NNS'), 2)","(('problems', 'NNS'), 2)","(('further', 'RBR'), 2)","(('that', 'WDT'), 2)","(('actions', 'NNS'), 1)","(('callused', 'JJ'), 1)","(('diarrhea', 'NN'), 1)","(('NOT', 'NNP'), 1)","(('warped', 'JJ'), 1)"
VULNERABILITY / share relapse ,"(('sponsor', 'NN'), 3)","(('when', 'WRB'), 2)","(('program', 'NN'), 2)","(('share', 'NN'), 2)","(('working', 'VBG'), 2)","(('relapse', 'NN'), 2)","(('years', 'NNS'), 1)","(('first', 'JJ'), 1)","(('blessed', 'JJ'), 1)","(('same', 'JJ'), 1)","(('job', 'NN'), 1)","(('daily', 'JJ'), 1)","(('Asking', 'VBG'), 1)","(('regular', 'JJ'), 1)","(('nervous', 'JJ'), 1)","(('contact', 'NN'), 1)","(('help', 'NN'), 1)","(('who', 'WP'), 1)","(('short', 'JJ'), 1)","(('People', 'NNS'), 1)"
VULNERABILITY / share with god,"(('that', 'WDT'), 2)","(('certain', 'JJ'), 2)","(('down', 'RP'), 2)","(('hunger', 'NN'), 2)","(('hole', 'NN'), 2)","(('foods', 'NNS'), 2)","(('beliefs', 'NNS'), 2)","(('belief', 'NN'), 2)","(('due', 'JJ'), 2)","(('new', 'JJ'), 2)","(('old', 'JJ'), 2)","(('God', 'NNP'), 2)","(('sole', 'NN'), 2)","(('emptiness', 'NN'), 1)","(('constant', 'JJ'), 1)","(('spiritual', 'JJ'), 1)","(('satisfied', 'VBN'), 1)","(('Replacing', 'VBG'), 1)","(('recovery', 'NN'), 1)","(('physical', 'JJ'), 1)"
VULNERABILITY / support from others,"(('going', 'VBG'), 14)","(('that', 'WDT'), 12)","(('when', 'WRB'), 10)","(('drugs', 'NNS'), 10)","(('people', 'NNS'), 10)","(('support', 'NN'), 9)","(('life', 'NN'), 9)","(('pot', 'NN'), 9)","(('who', 'WP'), 8)","(('one', 'CD'), 8)","(('being', 'VBG'), 7)","(('up', 'RP'), 7)","(('someone', 'NN'), 6)","(('recovery', 'NN'), 6)","(('time', 'NN'), 6)","(('afraid', 'JJ'), 6)","(('amends', 'NNS'), 5)","(('addiction', 'NN'), 5)","(('friends', 'NNS'), 5)","(('ways', 'NNS'), 5)"
Values VIP＊r,"(('God', 'NNP'), 11)","(('recovery', 'NN'), 11)","(('life', 'NN'), 11)","(('been', 'VBN'), 8)","(('way', 'NN'), 8)","(('when', 'WRB'), 7)","(('new', 'JJ'), 7)","(('things', 'NNS'), 7)","(('addiction', 'NN'), 7)","(('how', 'WRB'), 6)","(('work', 'NN'), 6)","(('drugs', 'NNS'), 6)","(('When', 'WRB'), 5)","(('每', 'NN'), 5)","(('time', 'NN'), 5)","(('where', 'WRB'), 5)","(('one', 'CD'), 5)","(('foundation', 'NN'), 5)","(('honesty', 'NN'), 4)","(('doing', 'VBG'), 4)"
Venom Vaporizer,"(('anger', 'NN'), 5)","(('detox', 'NN'), 4)","(('hostility', 'NN'), 4)","(('feelings', 'NNS'), 4)","(('people', 'NNS'), 3)","(('own', 'JJ'), 3)","(('lot', 'NN'), 3)","(('way', 'NN'), 3)","(('每', 'NN'), 3)","(('friends', 'NNS'), 3)","(('that', 'WDT'), 3)","(('been', 'VBN'), 3)","(('drugs', 'NNS'), 2)","(('drug', 'NN'), 2)","(('life', 'NN'), 2)","(('folk', 'NN'), 2)","(('ill', 'JJ'), 2)","(('who', 'WP'), 2)","(('someone', 'NN'), 2)","(('time', 'NN'), 2)"
Victim Vanquisher,"(('life', 'NN'), 4)","(('nobody', 'NN'), 3)","(('other', 'JJ'), 2)","(('junkie', 'NN'), 2)","(('entire', 'JJ'), 2)","(('being', 'VBG'), 2)","(('fallen', 'VBN'), 1)","(('scapegoats', 'NNS'), 1)","(('victim', 'NN'), 1)","(('anything', 'NN'), 1)","(('carried', 'VBN'), 1)","(('choice', 'NN'), 1)","(('behaviour', 'NN'), 1)","(('Placing', 'VBG'), 1)","(('methods', 'NNS'), 1)","(('seeking', 'VBG'), 1)","(('needed', 'VBN'), 1)","(('fault', 'NN'), 1)","(('weight', 'NN'), 1)","(('up', 'RP'), 1)"
Void Avoider,"(('being', 'VBG'), 5)","(('when', 'WRB'), 5)","(('anxiety', 'NN'), 5)","(('feelings', 'NNS'), 5)","(('life', 'NN'), 4)","(('thinker', 'NN'), 4)","(('one', 'CD'), 4)","(('stores', 'NNS'), 3)","(('doing', 'VBG'), 3)","(('important', 'JJ'), 3)","(('ways', 'NNS'), 3)","(('liquor', 'NN'), 3)","(('drugs', 'NNS'), 3)","(('exiled', 'VBN'), 3)","(('lazy', 'JJ'), 3)","(('conflict', 'NN'), 3)","(('Staying', 'VBG'), 3)","(('up', 'RP'), 2)","(('active', 'JJ'), 2)","(('free', 'JJ'), 2)"
WAIT AND SWITCH / Emotions,"(('that', 'WDT'), 8)","(('life', 'NN'), 6)","(('recovery', 'NN'), 6)","(('when', 'WRB'), 5)","(('control', 'NN'), 5)","(('triggers', 'NNS'), 5)","(('what', 'WP'), 4)","(('When', 'WRB'), 4)","(('feelings', 'NNS'), 4)","(('up', 'RP'), 4)","(('able', 'JJ'), 4)","(('people', 'NNS'), 4)","(('first', 'JJ'), 4)","(('discomfort', 'NN'), 4)","(('way', 'NN'), 4)","(('negative', 'JJ'), 3)","(('coaster', 'NN'), 3)","(('positive', 'JJ'), 3)","(('little', 'JJ'), 3)","(('something', 'NN'), 3)"
WAIT AND SWITCH / Progress,"(('that', 'WDT'), 12)","(('recovery', 'NN'), 11)","(('how', 'WRB'), 10)","(('life', 'NN'), 10)","(('when', 'WRB'), 9)","(('addiction', 'NN'), 9)","(('new', 'JJ'), 8)","(('time', 'NN'), 8)","(('drugs', 'NNS'), 8)","(('people', 'NNS'), 7)","(('what', 'WP'), 6)","(('disease', 'NN'), 6)","(('out', 'RP'), 6)","(('sobriety', 'NN'), 6)","(('clean', 'JJ'), 6)","(('being', 'VBG'), 5)","(('plan', 'NN'), 5)","(('There', 'EX'), 5)","(('something', 'NN'), 5)","(('morning', 'NN'), 5)"
WAIT AND SWITCH / Small steps,"(('time', 'NN'), 10)","(('what', 'WP'), 9)","(('gratification', 'NN'), 9)","(('addiction', 'NN'), 8)","(('recovery', 'NN'), 7)","(('that', 'WDT'), 7)","(('going', 'VBG'), 6)","(('way', 'NN'), 6)","(('steps', 'NNS'), 6)","(('small', 'JJ'), 6)","(('life', 'NN'), 6)","(('when', 'WRB'), 6)","(('one', 'CD'), 6)","(('day', 'NN'), 5)","(('towards', 'NNS'), 5)","(('doing', 'VBG'), 4)","(('things', 'NNS'), 4)","(('sobriety', 'NN'), 4)","(('drugs', 'NNS'), 4)","(('down', 'RP'), 4)"
Wellectricity Generator,"(('rooms', 'NNS'), 2)","(('cost', 'NN'), 2)","(('who', 'WP'), 2)","(('helping', 'VBG'), 2)","(('never-ending', 'JJ'), 1)","(('sobriety', 'NN'), 1)","(('habits/using', 'NN'), 1)","(('health', 'NN'), 1)","(('anything', 'NN'), 1)","(('timers', 'NNS'), 1)","(('People', 'NNS'), 1)","(('trust', 'NN'), 1)","(('foods', 'NNS'), 1)","(('account', 'NN'), 1)","(('sponsees', 'NNS'), 1)","(('seen', 'VBN'), 1)","(('money', 'NN'), 1)","(('bad', 'JJ'), 1)","(('old', 'JJ'), 1)","(('program', 'NN'), 1)"
Whole Soul Healer,"(('what', 'WP'), 4)","(('inner', 'JJ'), 4)","(('cravings', 'NNS'), 4)","(('that', 'WDT'), 4)","(('peace', 'NN'), 4)","(('more', 'RBR'), 4)","(('life', 'NN'), 3)","(('problem', 'NN'), 3)","(('feelings', 'NNS'), 3)","(('recovery', 'NN'), 3)","(('When', 'WRB'), 3)","(('soul', 'NN'), 3)","(('been', 'VBN'), 3)","(('using', 'VBG'), 3)","(('part', 'NN'), 3)","(('new', 'JJ'), 3)","(('people', 'NNS'), 3)","(('down', 'RP'), 3)","(('care', 'NN'), 3)","(('beliefs', 'NNS'), 2)"
