,1,2,3,4,5,6,7,8,9,10
Soul Surgeon,"('Whole Soul Healer', 2)","('Inner Freedom Forager', 2)","('Void Avoider', 1)","('Spiritual Conquest-ador', 1)","('Sobriety SOS’r', 1)","('Serenity Soulmater', 1)","('Progress Pollinator', 1)","('Misery Doctor', 1)","('Inner Soul X-Rayer', 1)","('Inner Forgiverizer', 1)"
Soul Survivor,"('Whole Soul Healer', 1)","('VULNERABILITY / share with god', 1)","('The Dynamotivator', 1)","('The Blessifier', 1)","('NEW PATTERN PAINTER / motivations', 1)","('Inner Light Illuminator', 1)","('Grave Trigger', 1)","('Black Hole Blesser', 1)","('Belief Superseder', 1)","('Wrong Righter', 0)"
Soul Synchronizer,"('Worthiness Whisperer', 1)","('VULNERABILITY / support from others', 1)","('Thy Will Be Doner', 1)","('Serenity Soulmater', 1)","('Self Harm Alarmer', 1)","('Powerholic Healer', 1)","('Peace Pollinator', 1)","('Peace Flooder', 1)","('Metta Motivator', 1)","('Kindness Kickstarter', 1)"
Soul Tuner,"('WAIT AND SWITCH / Emotions', 2)","('The Mindfulizer', 2)","('Symbolic Stepper', 1)","('Sobriety SOS’r', 1)","('Serenity Soulmater', 1)","('Past #2', 1)","('New Pattern Painter', 1)","('Joy Kickstarter', 1)","('Inner Soul X-Rayer', 1)","('Inner I-Opener', 1)"
Soul-itude ,"('Inner Soul X-Rayer', 1)","('CLOSET CONFESSOR / Face truths', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)","('WAIT AND SWITCH / Progress', 0)"
Soul-ution Finder,"('SELF HARM / Tools', 2)","('Problem Soul-ver', 2)","('Void Avoider', 1)","('Thy Will Be Doner', 1)","('Ill Feelings Illuminator', 1)","('Frenzy Freezer', 1)","('Craver Saver / Braver', 1)","('Anxiety Exiler', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Soul-vation ,"('VULNERABILITY / support from others', 1)","('VULNERABILITY / reach out for help', 1)","('Inner Power Allower', 1)","('Grace Moonlighter', 1)","('God Grounder', 1)","('CLOSET CONFESSOR / Share & support', 1)","('CLOSET CONFESSOR / Face truths', 1)","('Bliss Kisser', 1)","('Bitter Truth Taster', 1)","('Wrong Righter', 0)"
Spiritual Conquest-ador,"('Serenity Soulmater', 2)","('Whole Soul Healer', 1)","('Troubles TBH’r', 1)","('THOUGHTS / aware & examine', 1)","('Soul Surgeon', 1)","('Sobriety Soulmater', 1)","('Inner Soul X-Rayer', 1)","('Inner Freedom Forager', 1)","('I-Examiner', 1)","('I-Can-ographer', 1)"
Stigma Stigmatizer,"('Label Eraser', 2)","('Worthy Soul’r', 1)","('Self Worth Surfer', 1)","('RELATIONSHIPS / Meetings & support', 1)","('RELATIONSHIPS / Build connections & community', 1)","('Mentality Mender', 1)","('Judgment Jailer', 1)","('Inner Greatness Greeter', 1)","('CLOSET CONFESSOR / Admit addiction', 1)","('Attitude Alchemizer', 1)"
Stigma Striker,"('Worthy Soul’r', 1)","('The Hopenotizer', 1)","('The Empathologist', 1)","('RELATIONSHIPS / Build connections & community', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Label Liberator', 1)","('Label Eraser', 1)","('Confidence Caffeinator', 1)","('Alienation Alleviationator', 1)","('ADMIT / True self & vulnerability', 1)"
Stress Auditor,"('Trigger Trespasser', 1)","('The Wellifier ', 1)","('The Soulutionizer', 1)","('The De-stress-calator', 1)","('Placid Reflux', 1)","('Emotions Auditor', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
Stress Striker,"('Worry Washer', 1)","('Soul Controller', 1)","('Reactions Auditor', 1)","('Manic Massager', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
Stress X’r,"('The Dynamotivator', 1)","('The De-stress-calator', 1)","('Placid Reflux', 1)","('Nerve Ninja', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
Summer Soulstace,"('Worthy Soul’r', 1)","('The Dynamotivator', 1)","('Journey Jazzer', 1)","('Inner Sun Shiner', 1)","('Gratitude Guru', 1)","('Wrong Righter', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
Symbolic Stepper,"('WAIT AND SWITCH / Small steps', 2)","(""Sobriety 101'r"", 2)","('Sober Milestoner', 2)","('Progress Painter', 2)","('New Pattern Painter / grit & progress', 2)","('Motivation Moonbeamer ', 2)","('I-Can-ographer', 2)","('COMMITMENT knitter / laziness & effort', 2)","('Torment Terminator', 1)","('The Successcalator', 1)"
THOUGHTS / aware & examine,"('I-Examiner', 3)","('Mentality Mender', 2)","('Illogical Looper', 2)","('VULNERABILITY / reach out for help', 1)","('Trigger SOS’r', 1)","('Spiritual Conquest-ador', 1)","('Serenity Soulmater', 1)","('Self awareness / habits & behavior', 1)","('SELF HARM / Warnings', 1)","('Old Belief Butcher', 1)"
THOUGHTS / positivity,"('Self awareness / habits & behavior', 2)","('I-examiner - reactions & behavior', 2)","('I-Can-ographer', 2)","('Abstainer Amazer', 2)","('Worthy Soul’r', 1)","('WAIT AND SWITCH / Progress', 1)","('Values VIP’r', 1)","('VULNERABILITY / reach out for help', 1)","('Urge Purger', 1)","('Trigger Transformer', 1)"
Temperance Tester,"('Compulsion KO’r', 2)","('WAIT AND SWITCH / Progress', 1)","('Urge Purger', 1)","('Trigger Trespasser', 1)","('Torment Terminator', 1)","('The Mindfulizer', 1)","('Self awareness / habits & behavior', 1)","('NEW PATTERN PAINTER / motivations', 1)","('Moody MF’r', 1)","('Killer Kickstarter', 1)"
Tender Feelings TBH’r,"('Ill Feelings Illuminator', 2)","('Venom Vaporizer', 1)","('Situation Unscrewer', 1)","('SELF HARM / Self honesty & admit', 1)","('RAW SOUL REVEALER / emotions & urges', 1)","('Qualm Quitter', 1)","('Inner Trash Trasher', 1)","('Inner Light Illuminator', 1)","('Feelings Felicitizer', 1)","('Autopilot Auto X’r', 1)"
The Aggrava-shunner,"('Venom Vaporizer', 1)","('VULNERABILITY / mistakes & learning', 1)","('Qualm Quitter', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
The Benefisher,"('Sobriety SOS’r', 2)","('VULNERABILITY / reach out for help', 1)","('The Blessifier', 1)","('RELATIONSHIPS / Meetings & support', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('Pride Puffer', 1)","('Metta Motivator', 1)","('Inner Wealth Welcomer', 1)","('Higher Power Invoker', 1)","('Grace Moonlighter', 1)"
The Blessifier,"('Metta Motivator', 2)","('VULNERABILITY / share relapse ', 1)","('VULNERABILITY / connections', 1)","('The Hopenotizer', 1)","('The Empathologist', 1)","('The Benefisher', 1)","('Soul Survivor', 1)","('Self Worth Surfer', 1)","('RELATIONSHIPS / Trust & vulnerability', 1)","('RELATIONSHIPS / Healthy & supportive', 1)"
The Blocksmither,"('Reactions Auditor', 1)","('Manic Massager', 1)","('Dire Extinguisher', 1)","('Crisis Cracker', 1)","('Challenge Ninja', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
The Control-aholic,"('VULNERABILITY / reach out for help', 1)","('Self awareness / habits & behavior', 1)","('SELF HARM / Warnings', 1)","('NeuroTuner', 1)","('I-Examiner', 1)","('I-Can-ographer', 1)","('Compulsion KO’r', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
The De-craverizer,"('Powerholic Healer', 1)","('Inner Motor Motivator', 1)","('Craver Saver / Braver', 1)","('Confidence Caffeinator', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
The De-stress-calator,"('Placid Reflux', 2)","('Trigger Trespasser', 1)","('The Dynamotivator', 1)","('Stress X’r', 1)","('Stress Auditor', 1)","('Self Awareness Awakener', 1)","('RAW SOUL REVEALER / emotions & urges', 1)","('New Pattern Painter / confidence & awareness', 1)","('Nerve Ninja', 1)","('Must Buster', 1)"
The Debinger,"('SELF HARM ALARMER / avoid triggers', 2)","('VULNERABILITY / Radical self honesty', 1)","('Trigger X’r', 1)","('Sobriety SOB’r', 1)","('Inner Winner', 1)","('Dire Extinguisher', 1)","('Crisis Catapulter', 1)","('Addiction AMF’r', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
The Deblamer,"('VULNERABILITY / listen to others', 1)","('Insight Inseminator', 1)","('Excuse X’r', 1)","('Denial Denyer', 1)","('ADMIT / accountability', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
The Defuriator,"('Reactions Auditor', 2)","('Soul Controller', 1)","('Scary Stepper', 1)","('I-examiner - reactions & behavior', 1)","('Emotions Emancipator', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
The Depre-shunner,"('Misery Miser', 1)","('Gripe Sniper', 1)","('Downer Frowner', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
The Deshamer,"('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / support from others', 1)","('Urge Purger', 1)","('Self awareness / confidence to admit', 1)","('Excuse Nuker', 1)","('Ego Excuser', 1)","('Delusion Detector', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
The Destigmatizer,"('Self awareness / confidence to admit', 1)","('RAW SOUL REVEALER / worthiness', 1)","('Label Liberator', 1)","('CLOSET CONFESSOR / Admit addiction', 1)","('ADMIT / honesty', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
The Dynamotivator,"('Addiction AMF’r', 3)","('NEW PATTERN PAINTER / motivations', 2)","('Journey Jazzer', 2)","('Worthy Soul’r', 1)","('The Procrastina-shunner', 1)","('The De-stress-calator', 1)","('Summer Soulstace', 1)","('Stress X’r', 1)","('Soul Survivor', 1)","('SELF HARM / Tools', 1)"
The Empathologist,"('Metta Motivator', 3)","('RELATIONSHIPS / Build connections & community', 2)","('NEW PATTERN PAINTER / share & learn', 2)","('Compassion Weaver', 2)","('Worthy Soul’r', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / share relapse ', 1)","('VULNERABILITY / share challenges', 1)","('The Blessifier', 1)","('Stigma Striker', 1)"
The First Amender,"('Wrong Righter', 2)","('Relationship Dedamager', 2)","('NEW PATTERN PAINTER / admit & amends', 2)","('VULNERABILITY / support from others', 1)","('Responsibility 101’r', 1)","('Relationship Redeemer', 1)","('My Badiator', 1)","('Metta Motivator', 1)","('Forgiveness Rusher', 1)","('Forgiveness Flooder', 1)"
The Flawbreaker,"('VULNERABILITY / Radical self honesty', 1)","('Lapse Lessonizer', 1)","('Inner Wealth Welcomer', 1)","('Inner Power Allower', 1)","('Imperfections TBH', 1)","('Deep Down Diver', 1)","('CLOSET CONFESSOR / Inventory', 1)","('Blunder Blesser', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
The Hopenotizer,"('NEW LIFE / POSSIBILITIES', 2)","('The Blessifier', 1)","('Stigma Striker', 1)","('Opportunity Oompher', 1)","('Label Eraser', 1)","('Faith Flooder', 1)","('Dead End Defier ', 1)","('ADMIT / True self & vulnerability', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
The Irrita-shunner,"('Anger Gangster', 1)","('Aggravation Vacationer', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)","('WAIT AND SWITCH / Progress', 0)"
The Mindfulizer,"('Soul Tuner', 2)","('Past #2', 2)","('Inner Freedom Forager', 2)","('Finish Line Forgetter', 2)","('Emotions Emancipator', 2)","('WAIT AND SWITCH / Small steps', 1)","('WAIT AND SWITCH / Progress', 1)","('Temperance Tester', 1)","('Symbolic Stepper', 1)","('Sobriety SOS’r', 1)"
The Momentumizer ,"('New Pattern Painter / confidence & awareness', 3)","('WAIT AND SWITCH / Small steps', 1)","('WAIT AND SWITCH / Progress', 1)","('Void Avoider', 1)","('Urge X’r', 1)","('The Procrastina-shunner', 1)","('Symbolic Stepper', 1)","(""Sobriety 101'r"", 1)","('Progress Painter', 1)","('NEW LIFE / POSSIBILITIES', 1)"
The Procrastina-shunner,"('Lazy Zapper', 7)","('COMMITMENT knitter / laziness & effort', 4)","('Void Avoider', 1)","('The Momentumizer ', 1)","('The Dynamotivator', 1)","('THOUGHTS / positivity', 1)","('Symbolic Stepper', 1)","('Self Unscrewer', 1)","('SELF HARM / Warnings', 1)","('Responsibility Rebooter', 1)"
The Soulutionizer,"('WAIT AND SWITCH / Progress', 1)","('The Wellifier ', 1)","('Stress Auditor', 1)","('Placid Reflux', 1)","('Low Vibration Lifter', 1)","('Killer Kickstarter', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
The Successcalator,"('Values VIP’r', 2)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / support from others', 1)","('Trigger Trespasser', 1)","('Symbolic Stepper', 1)","(""Sobriety 101'r"", 1)","('Sober Milestoner', 1)","('Progress Painter', 1)","('Problem Primer', 1)","('Lazy Zapper', 1)"
The Wellectrifier,"('Negativity Ninja', 1)","('Insight Inseminator', 1)","('Inner Power Allower', 1)","('Inner Motor Motivator', 1)","('I-examiner - reactions & behavior', 1)","('Faith Flooder', 1)","('Dead End Deluder', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
The Wellifier ,"('Placid Reflux', 2)","('WAIT AND SWITCH / Emotions', 1)","('The Soulutionizer', 1)","('Stress Auditor', 1)","('Sober Selfie', 1)","('Ill Feelings Illuminator', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
Thought Auditor,"('Brain Unchainer', 3)","('Self Awareness Awakener', 1)","('SELF HARM / Self honesty & admit', 1)","('New Pattern Painter / confidence & awareness', 1)","('Negativity Nuker', 1)","('Monkey Mind Cleanser', 1)","('Inner Trash Trasher', 1)","('I-examiner - motivations', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Thy Will Be Doner,"('Almighty Alchemizer', 2)","('VULNERABILITY / mistakes & learning', 1)","('Soul-ution Finder', 1)","('Soul Synchronizer', 1)","('Problem Soul-ver', 1)","('Powerholic Healer', 1)","('Miracle Embracer', 1)","('Insight Inseminator', 1)","('Grave Trigger', 1)","('Faith Flooder', 1)"
Torment Terminator,"('Dead End Defier ', 3)","('Killer Kickstarter', 2)","('Grave Trigger', 2)","('Urge Purger', 1)","('Temperance Tester', 1)","('Symbolic Stepper', 1)","('Sober Selfie', 1)","('Sober Milestoner', 1)","('Self Awareness Awakener', 1)","('SELF HARM ALARMER / remove from situations', 1)"
Trigger Auditor,"('Self awareness / habits & behavior', 1)","('Self Awareness Awakener', 1)","('Reactions Auditor', 1)","('Problem Soul-ver', 1)","('Problem Primer', 1)","('Pattern Interrupter', 1)","('New Pattern Painter / confidence & awareness', 1)","('I-examiner - reactions & behavior', 1)","('I-Examiner', 1)","('Challenge Ninja', 1)"
Trigger SOS’r,"('SELF HARM ALARMER / avoid triggers', 2)","('WAIT AND SWITCH / Emotions', 1)","('Void Avoider', 1)","('VULNERABILITY / reach out for help', 1)","('Trigger Trespasser', 1)","('THOUGHTS / aware & examine', 1)","('Self Harm Alarmer', 1)","('SELF HARM / Warnings', 1)","('Little Hint Listener', 1)","('Insanity SOS’r', 1)"
Trigger Transformer,"('THOUGHTS / positivity', 1)","('Scary Stepper', 1)","('SELF HARM / Tools', 1)","('Nerve Ninja', 1)","('NEW PATTERN PAINTER / support groups', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('Motivation Moonbeamer ', 1)","('Inner Freedom Forager', 1)","('Feelings Flipper', 1)","('Compulsion KO’r', 1)"
Trigger Trespasser,"('VULNERABILITY / support from others', 2)","('SELF HARM ALARMER / avoid triggers', 2)","('Void Avoider', 1)","('Trigger SOS’r', 1)","('The Successcalator', 1)","('The De-stress-calator', 1)","('Temperance Tester', 1)","('Stress Auditor', 1)","('Self awareness / habits & behavior', 1)","('Problem Primer', 1)"
Trigger X’r,"('SELF HARM ALARMER / avoid triggers', 3)","(""Self Control 101'r"", 2)","('VULNERABILITY / Radical self honesty', 1)","('The Debinger', 1)","(""Sobriety 101'r"", 1)","('New Pattern Painter / grit & progress', 1)","('Challenge Ninja', 1)","('COMMITMENT knitter / above all else', 1)","('Bad Influence Bulldozer', 1)","('Adversity Ninja', 1)"
Triggers 101'r,"('WAIT AND SWITCH / Emotions', 1)","('Soul Controller', 1)","(""Self Control 101'r"", 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('Perspective Detective', 1)","('NEW PATTERN PAINTER / motivations', 1)","('Mentality Mender', 1)","('COMMITMENT knitter / laziness & effort', 1)","('Blunder Blesser', 1)","('Bad Influence Butcher', 1)"
Troubles TBH’r,"('Spiritual Conquest-ador', 1)","(""Self Control 101'r"", 1)","('Reactions Auditor', 1)","('Problem Primer', 1)","('I-Can-ographer', 1)","('Excrement Expector', 1)","('Blunder Blesser', 1)","('Adversity Adventurer', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Urge Auditor,"('Placid Reflux', 2)","('Compulsion KO’r', 2)","('WAIT AND SWITCH / Emotions', 1)","('VULNERABILITY / connections', 1)","('Self awareness / habits & behavior', 1)","(""Self Control 101'r"", 1)","('Reactions Auditor', 1)","('Pain Abstainer', 1)","('NEW PATTERN PAINTER / support groups', 1)","('Inner I-Opener', 1)"
Urge Namerizer,"('VULNERABILITY / support from others', 1)","('VULNERABILITY / admit', 1)","('SELF HARM / Self honesty & admit', 1)","('RAW SOUL REVEALER / emotions & urges', 1)","('Deep Down Diver', 1)","('Blunder Blesser', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
Urge Purger,"('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / support from others', 1)","('Torment Terminator', 1)","('The Deshamer', 1)","('Temperance Tester', 1)","('THOUGHTS / positivity', 1)","('Self awareness / confidence to admit', 1)","('NEW PATTERN PAINTER / motivations', 1)","('I-Can-ographer', 1)","('Delusion Detector', 1)"
Urge X’r,"('Compulsion KO’r', 2)","('The Momentumizer ', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('SELF HARM / Self honesty & admit', 1)","('New Pattern Painter / confidence & awareness', 1)","('Mighty Motor Cranker', 1)","('Little Hint Listener', 1)","('Inner Winner', 1)","('Inner Power Allower', 1)","('Inner Motor Motivator', 1)"
VULNERABILITY / Radical self honesty,"('Deep Down Diver', 3)","('Self Awareness Awakener', 2)","('Denial Denyer', 2)","('CLOSET CONFESSOR / Face truths', 2)","('Bitter Truth Taster', 2)","('Values VIP’r', 1)","('Trigger X’r', 1)","('The Flawbreaker', 1)","('The Debinger', 1)","('SELF HARM ALARMER / avoid triggers', 1)"
VULNERABILITY / admit,"('Blamenesia', 2)","('Urge Namerizer', 1)","('Self awareness / confidence to admit', 1)","('Sabotage SOS’r', 1)","('SELF HARM / Self honesty & admit', 1)","('Responsibility Rippler', 1)","('Responsibility 101’r', 1)","('Relationship Redeemer', 1)","('Rationalization Rinser', 1)","('RAW SOUL REVEALER / past mistakes', 1)"
VULNERABILITY / connections,"('RELATIONSHIPS / Build connections & community', 2)","('NEW PATTERN PAINTER / support groups', 2)","('Worthiness Whisperer', 1)","('Whole Soul Healer', 1)","('Urge Auditor', 1)","('The Blessifier', 1)","('Shame X’r', 1)","('Relationship Redeemer', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('RAW SOUL REVEALER / past mistakes', 1)"
VULNERABILITY / give and receive,"('Wellectricity Generator', 1)","('VULNERABILITY / reach out for help', 1)","('RELATIONSHIPS / Build connections & community', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('WAIT AND SWITCH / Small steps', 0)"
VULNERABILITY / listen to others,"('RELATIONSHIPS / Healthy & supportive', 2)","('NEW PATTERN PAINTER / admit & amends', 2)","('Delusion Detector', 2)","('ADMIT / accountability', 2)","('The Deblamer', 1)","('Sobriety Soulmater', 1)","('Self awareness / confidence to admit', 1)","('Self Esteem Elixir', 1)","('Self Awareness Awakener', 1)","('SELF HARM / Warnings', 1)"
VULNERABILITY / mistakes & learning,"('CLOSET CONFESSOR / Admit addiction', 2)","('ADMIT / accountability', 2)","('Venom Vaporizer', 1)","('Thy Will Be Doner', 1)","('The Aggrava-shunner', 1)","('SELF HARM / Self honesty & admit', 1)","('Responsibility Rippler', 1)","('Qualm Quitter', 1)","('Perspective Detective', 1)","('Opportunity Oompher', 1)"
VULNERABILITY / reach out for help,"('NEW PATTERN PAINTER / share & learn', 2)","('Wellectricity Generator', 1)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / give and receive', 1)","('Trigger SOS’r', 1)","('The Control-aholic', 1)","('The Benefisher', 1)","('THOUGHTS / positivity', 1)","('THOUGHTS / aware & examine', 1)","('Soul-vation ', 1)"
VULNERABILITY / share challenges,"('Worthy Soul’r', 1)","('The Empathologist', 1)","('Scary Stepper', 1)","('RELATIONSHIPS / Meetings & support', 1)","('RAW SOUL REVEALER / trust others', 1)","('Qualm Quitter', 1)","('Problem Soul-ver', 1)","('NEW PATTERN PAINTER / support groups', 1)","('Hardship Hacker', 1)","('Damage Detective', 1)"
VULNERABILITY / share emotions,"('RAW SOUL REVEALER / emotions & urges', 1)","('Feelings Fantasizer', 1)","('Emotions Engineer', 1)","('Emotions Elixir', 1)","('Conflict Connoisseur', 1)","('Compassion Moonlighter', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
VULNERABILITY / share relapse ,"('The Empathologist', 1)","('The Blessifier', 1)","('Metta Motivator', 1)","('CLOSET CONFESSOR / Share & support', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
VULNERABILITY / share with god,"('Whole Soul Healer', 1)","('Soul Survivor', 1)","('Belief Superseder', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)","('WAIT AND SWITCH / Progress', 0)"
VULNERABILITY / support from others,"('WAIT AND SWITCH / Progress', 2)","('Trigger Trespasser', 2)","('RELATIONSHIPS / Build connections & community', 2)","('NEW PATTERN PAINTER / share & learn', 2)","('Memory Rinser', 2)","('Wrong Righter', 1)","('Urge Purger', 1)","('Urge Namerizer', 1)","('The Successcalator', 1)","('The First Amender', 1)"
Values VIP’r,"('WAIT AND SWITCH / Progress', 2)","('The Successcalator', 2)","('Soul Proprietor', 2)","(""Sobriety 101'r"", 2)","('Self Worth Surfer', 2)","('VULNERABILITY / Radical self honesty', 1)","('THOUGHTS / positivity', 1)","('Sobriety Soulmater', 1)","('Responsibility Rebooter', 1)","('Responsibility Baby Stepper', 1)"
Venom Vaporizer,"('VULNERABILITY / mistakes & learning', 1)","('The Aggrava-shunner', 1)","('Tender Feelings TBH’r', 1)","('Relationship Dedamager', 1)","('Qualm Quitter', 1)","('Pride Puffer', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('NEW PATTERN PAINTER / admit & amends', 1)","('Lost Benefit Lamenter', 1)","('Inner Light Illuminator', 1)"
Victim Vanquisher,"('Responsibility Rebooter', 1)","('Blame Changer', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)","('WAIT AND SWITCH / Progress', 0)"
Void Avoider,"('Mentality Mender', 2)","('Lazy Zapper', 2)","('Trigger Trespasser', 1)","('Trigger SOS’r', 1)","('The Procrastina-shunner', 1)","('The Momentumizer ', 1)","('Soul-ution Finder', 1)","('Soul Surgeon', 1)","('Sober Selfie', 1)","('Situation Unscrewer', 1)"
WAIT AND SWITCH / Emotions,"('Soul Tuner', 2)","('Urge Auditor', 1)","(""Triggers 101'r"", 1)","('Trigger SOS’r', 1)","('The Wellifier ', 1)","('Soul Controller', 1)","('Sober Selfie', 1)","('Self Harm Alarmer', 1)","('SELF HARM ALARMER / distance from people', 1)","('RELATIONSHIPS / Healthy & supportive', 1)"
WAIT AND SWITCH / Progress,"('Values VIP’r', 2)","('VULNERABILITY / support from others', 2)","(""Sobriety 101'r"", 2)","('New Pattern Painter / grit & progress', 2)","('Bad Habit Butcher', 2)","('VULNERABILITY / reach out for help', 1)","('Urge Purger', 1)","('The Successcalator', 1)","('The Soulutionizer', 1)","('The Momentumizer ', 1)"
WAIT AND SWITCH / Small steps,"('Progress Pollinator', 4)","('Baby Step Embracer', 4)","('Symbolic Stepper', 2)","(""Sobriety 101'r"", 2)","(""Self Control 101'r"", 2)","('Moonlight Motivator', 2)","('Finish Line Forgetter', 2)","('COMMITMENT knitter / laziness & effort', 2)","('Bitter Quitter', 2)","('The Momentumizer ', 1)"
Wellectricity Generator,"('VULNERABILITY / reach out for help', 1)","('VULNERABILITY / give and receive', 1)","('RELATIONSHIPS / Build connections & community', 1)","('RAW SOUL REVEALER / costs', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('Lost Benefit Lamenter', 1)","('Inner Forgiverizer', 1)","('Bitter Truth Taster', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Whole Soul Healer,"('Soul Surgeon', 2)","('RELATIONSHIPS / Build connections & community', 2)","('Inner Soul X-Rayer', 2)","('VULNERABILITY / share with god', 1)","('VULNERABILITY / connections', 1)","('Spiritual Conquest-ador', 1)","('Soul Survivor', 1)","('Serenity Soulmater', 1)","('Serenity Simulator', 1)","('Self Esteem Elixir', 1)"
Worry Washer,"('Stress Striker', 1)","('Soul Controller', 1)","('Reactions Auditor', 1)","('Manic Massager', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
