,1,2,3,4,5,6,7,8,9,10
I-Can-ographer,"('THOUGHTS / positivity', 2)","('Symbolic Stepper', 2)","('Ever Evolving Flower', 2)","('Confidence Colonizer', 2)","('COMMITMENT knitter / laziness & effort', 2)","('WAIT AND SWITCH / Small steps', 1)","('Urge Purger', 1)","('Troubles TBH’r', 1)","('The Procrastina-shunner', 1)","('The Momentumizer ', 1)"
I-Examiner,"('THOUGHTS / aware & examine', 3)","('Self awareness / confidence to admit', 3)","('Self awareness / habits & behavior', 2)","('SELF HARM / Warnings', 2)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / admit', 1)","('Trigger SOS’r', 1)","('Trigger Auditor', 1)","('The Control-aholic', 1)"
I-examiner - motivations,"('Inner Soul X-Rayer', 3)","('SELF HARM / Self honesty & admit', 2)","('Old Belief Butcher', 2)","('NEW PATTERN PAINTER / motivations', 2)","('Bitter Truth Taster', 2)","('Thought Auditor', 1)","('The Dynamotivator', 1)","('THOUGHTS / aware & examine', 1)","('Self awareness / confidence to admit', 1)","('Rationalization Rinser', 1)"
I-examiner - reactions & behavior,"('Reactions Auditor', 3)","('THOUGHTS / positivity', 2)","('Self awareness / habits & behavior', 2)","(""Self Control 101'r"", 2)","('Rationalization Rinser', 2)","('Void Avoider', 1)","('Trigger Auditor', 1)","('The Wellectrifier', 1)","('The Defuriator', 1)","('The De-stress-calator', 1)"
Ill Feelings Illuminator,"('Tender Feelings TBH’r', 2)","('Qualm Quitter', 2)","('Placid Reflux', 2)","('WAIT AND SWITCH / Progress', 1)","('WAIT AND SWITCH / Emotions', 1)","('Void Avoider', 1)","('Venom Vaporizer', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / connections', 1)","('Urge Auditor', 1)"
Illogical Looper,"('THOUGHTS / aware & examine', 2)","('VULNERABILITY / reach out for help', 1)","('THOUGHTS / positivity', 1)","('Self awareness / habits & behavior', 1)","('Opportunity Oompher', 1)","('New Pattern Painter / grit & progress', 1)","('New Pattern Painter', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('Mentality Mender', 1)","('Inner Winner', 1)"
Imperfections TBH,"('The Flawbreaker', 1)","('Lapse Lessonizer', 1)","('Inner Power Allower', 1)","('Blunder Blesser', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
Infinity Infuser,"('Serenity Soulmater', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Miracle Embracer', 1)","('Cosmic Ray Receiver', 1)","('Blessings Bather', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
Inner Anointer,"('Self Worth Surfer', 2)","('WAIT AND SWITCH / Small steps', 1)","('WAIT AND SWITCH / Emotions', 1)","('Void Avoider', 1)","('Values VIP’r', 1)","('Soul Proprietor', 1)","('Soul Controller', 1)","('Sobriety Soulmater', 1)","('Responsibility Rebooter', 1)","('Progress Painter', 1)"
Inner Eye Opener,"('Deep Down Diver', 2)","('VULNERABILITY / listen to others', 1)","('VULNERABILITY / Radical self honesty', 1)","('Self awareness / confidence to admit', 1)","('RELATIONSHIPS / Trust & vulnerability', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
Inner Forgiverizer,"('Relationship Redeemer', 2)","('Worthiness Whisperer', 1)","('Wellectricity Generator', 1)","('VULNERABILITY / listen to others', 1)","('VULNERABILITY / connections', 1)","('VULNERABILITY / admit', 1)","('Soul Surgeon', 1)","('Sobriety SOS’r', 1)","('Shame X’r', 1)","('Responsibility Rippler', 1)"
Inner Freedom Forager,"('The Mindfulizer', 2)","('Soul Surgeon', 2)","('Sobriety SOS’r', 2)","('Serenity Soulmater', 2)","('Inner Winner', 2)","('Addiction AMF’r', 2)","('Worthy Soul’r', 1)","('Void Avoider', 1)","('Trigger Transformer', 1)","('The Dynamotivator', 1)"
Inner Greatness Greeter,"('Worthy Soul’r', 1)","('WAIT AND SWITCH / Small steps', 1)","('The Mindfulizer', 1)","('Stigma Stigmatizer', 1)","('Shamenesia', 1)","('Self Worth Surfer', 1)","('Self Esteem Elixir', 1)","('Label Eraser', 1)","('Joy Flooder', 1)","('Grace Moonlighter', 1)"
Inner Guru Guarder,"('Whole Soul Healer', 1)","('VULNERABILITY / support from others', 1)","('Serenity Simulator', 1)","('Self Esteem Elixir', 1)","(""Self Control 101'r"", 1)","('SELF HARM ALARMER / distance from people', 1)","('Peace Weaver', 1)","('NEW PATTERN PAINTER / motivations', 1)","('Little Hint Listener', 1)","('Killer Kickstarter', 1)"
Inner I-Opener,"('Judgment Junker', 2)","('Worthy Soul’r', 1)","('WAIT AND SWITCH / Emotions', 1)","('Urge Auditor', 1)","('Soul Tuner', 1)","('RAW SOUL REVEALER / past mistakes', 1)","('Pride Puffer', 1)","('Perspective Detective', 1)","('Lack Hacker', 1)","('Jealousy Jolter', 1)"
Inner Light Illuminator,"('Delusion Detector', 2)","('Venom Vaporizer', 1)","('VULNERABILITY / listen to others', 1)","('The Blessifier', 1)","('Tender Feelings TBH’r', 1)","('Soul Survivor', 1)","('Self Worth Surfer', 1)","('Self Esteem Elixir', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('RAW SOUL REVEALER / trust others', 1)"
Inner Motor Motivator,"('NEW PATTERN PAINTER / motivations', 2)","('Challenge Ninja', 2)","('Baby Step Embracer', 2)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / mistakes & learning', 1)","('Urge X’r', 1)","('The Wellectrifier', 1)","('The Procrastina-shunner', 1)","('The Momentumizer ', 1)","('The De-craverizer', 1)"
Inner Power Allower,"('Inner Winner', 2)","('Confidence Caffeinator', 2)","('Abstainer Amazer', 2)","('Void Avoider', 1)","('Values VIP’r', 1)","('VULNERABILITY / support from others', 1)","('Urge X’r', 1)","('The Wellectrifier', 1)","('The Flawbreaker', 1)","('THOUGHTS / positivity', 1)"
Inner Soul X-Rayer,"('I-examiner - motivations', 3)","('Whole Soul Healer', 2)","('Deep Down Diver', 2)","('WAIT AND SWITCH / Emotions', 1)","('VULNERABILITY / admit', 1)","('THOUGHTS / aware & examine', 1)","('Spiritual Conquest-ador', 1)","('Soul-itude ', 1)","('Soul Tuner', 1)","('Soul Surgeon', 1)"
Inner Sun Shiner,"('Worthy Soul’r', 1)","('The Dynamotivator', 1)","('Summer Soulstace', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('Misery Doctor', 1)","('Love Kickstarter', 1)","('Love Flooder', 1)","('Lost Benefit Lamenter', 1)","('Kindness Knitter', 1)","('Journey Jazzer', 1)"
Inner Trash Trasher,"('Thought Auditor', 1)","('Tender Feelings TBH’r', 1)","('Soul Controller', 1)","('Situation Unscrewer', 1)","('Self awareness / habits & behavior', 1)","('SELF HARM / Self honesty & admit', 1)","('Qualm Quitter', 1)","('Pride Puffer', 1)","('New Pattern Painter / confidence & awareness', 1)","('Negativity Nuker', 1)"
Inner Wealth Welcomer,"('Worthiness Whisperer', 1)","('VULNERABILITY / Radical self honesty', 1)","('The Flawbreaker', 1)","('The Blessifier', 1)","('The Benefisher', 1)","('Soul Synchronizer', 1)","('Serenity Soulmater', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('Peace Flooder', 1)","('NEW LIFE / POSSIBILITIES', 1)"
Inner Winner,"('Addiction AMF’r', 3)","('Killer Kickstarter', 2)","('Inner Power Allower', 2)","('Inner Freedom Forager', 2)","('Worthy Soul’r', 1)","('Urge X’r', 1)","('The Procrastina-shunner', 1)","('The Debinger', 1)","('THOUGHTS / positivity', 1)","('THOUGHTS / aware & examine', 1)"
Insanity SOS’r,"('Delusion Detector', 2)","('Void Avoider', 1)","('VULNERABILITY / admit', 1)","('Trigger Trespasser', 1)","('Trigger SOS’r', 1)","('Soul Controller', 1)","('Self awareness / habits & behavior', 1)","('Sabotage SOS’r', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('SELF HARM / Self honesty & admit', 1)"
Insight Inseminator,"('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / listen to others', 1)","('Thy Will Be Doner', 1)","('The Wellectrifier', 1)","('The Deblamer', 1)","('Inner Power Allower', 1)","('Grave Trigger', 1)","('Faith Flooder', 1)","('Dead End Deluder', 1)","('Almighty Alchemizer', 1)"
Instinct Interrogator,"('Little Hint Listener', 2)","('Gut Gutter', 2)","('Ego Eclipser', 2)","('Worthiness Whisperer', 1)","('VULNERABILITY / Radical self honesty', 1)","('THOUGHTS / aware & examine', 1)","('Self awareness / confidence to admit', 1)","('Self Awareness Awakener', 1)","('RAW SOUL REVEALER / thoughts', 1)","('Pride Puffer', 1)"
Isolation SOS’r,"('WAIT AND SWITCH / Emotions', 1)","('SELF HARM ALARMER / distance from people', 1)","('Bad Influence Butcher', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
Jealousy Jolter,"('Lack Hacker', 1)","('Judgment Junker', 1)","('Inner I-Opener', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
Journey Jazzer,"('Worthy Soul’r', 2)","('The Dynamotivator', 2)","('Joy Sweetener', 2)","('Symbolic Stepper', 1)","('Summer Soulstace', 1)","('Sober Milestoner', 1)","('Self Esteem Engineer', 1)","('Self Esteem Elixir', 1)","('Rainbow Hunter', 1)","('Progress Painter', 1)"
Joy Flooder,"('Inner Greatness Greeter', 1)","('Grace Moonlighter', 1)","('Ever Evolving Flower', 1)","('Endorphin Flooder', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
Joy Kickstarter,"('WAIT AND SWITCH / Emotions', 1)","('Torment Terminator', 1)","('Soul Tuner', 1)","('New Pattern Painter', 1)","('Moody MF’r', 1)","('Melancholy Melter', 1)","('Low Vibration Lifter', 1)","('Endorphin Flooder', 1)","('Ego Puffer', 1)","('Depression Debugger', 1)"
Joy Sweetener,"('Journey Jazzer', 2)","('Worthy Soul’r', 1)","('Symbolic Stepper', 1)","('Sober Milestoner', 1)","('Self Esteem Engineer', 1)","('Self Esteem Elixir', 1)","('Rainbow Hunter', 1)","('RELATIONSHIPS / Build connections & community', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Little Win Welcomer', 1)"
Judgment Jailer,"('Stigma Stigmatizer', 1)","('Mentality Mender', 1)","('Label Eraser', 1)","('Attitude Alchemizer', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
Judgment Junker,"('Pride Puffer', 2)","('Inner I-Opener', 2)","('Lack Hacker', 1)","('Jealousy Jolter', 1)","('Inner Trash Trasher', 1)","('I-examiner - reactions & behavior', 1)","('Ego Eclipser', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
Just One Justifier,"('Dead End Deluder', 2)","('VULNERABILITY / support from others', 1)","('New Pattern Painter / grit & progress', 1)","('Lost Benefit Lamenter', 1)","('Insanity SOS’r', 1)","('Grave Trigger', 1)","('Denial Denyer', 1)","('Damage Doctor', 1)","('Bipolar Coaster', 1)","('Wrong Righter', 0)"
Killer Kickstarter,"('Addiction AMF’r', 6)","('Torment Terminator', 2)","('Lapse Lessonizer', 2)","('Inner Winner', 2)","('Grave Trigger', 2)","('Demon Greeter', 2)","('Cold Turkey Taster', 2)","('COMMITMENT knitter / above all else', 2)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / mistakes & learning', 1)"
Kindness Karmifier,"('VULNERABILITY / connections', 1)","('The Blessifier', 1)","('RELATIONSHIPS / Build connections & community', 1)","('Love Sweetener', 1)","('Good Will Gardener', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
Kindness Kickstarter,"('VULNERABILITY / support from others', 1)","('Soul Synchronizer', 1)","('Metta Motivator', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
Kindness Knitter,"('Love Kickstarter', 1)","('Inner Sun Shiner', 1)","('Ego Eclipser', 1)","('Compassion Weaver', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
Label Eraser,"('Stigma Stigmatizer', 2)","('Worthy Soul’r', 1)","('VULNERABILITY / reach out for help', 1)","('The Hopenotizer', 1)","('Stigma Striker', 1)","('Self Worth Surfer', 1)","('RAW SOUL REVEALER / trust others', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Mentality Mender', 1)","('Judgment Jailer', 1)"
Label Liberator,"('The Empathologist', 1)","('The Destigmatizer', 1)","('Stigma Striker', 1)","('Self awareness / confidence to admit', 1)","('RAW SOUL REVEALER / worthiness', 1)","('Confidence Caffeinator', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
Lack Hacker,"('RAW SOUL REVEALER / costs', 1)","('Lost Benefit Lamenter', 1)","('Judgment Junker', 1)","('Jealousy Jolter', 1)","('Inner I-Opener', 1)","('Dead End Defier ', 1)","('Black Hole Blesser', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
Lapse Lessenizer,"('Void Avoider', 1)","('Sober Selfie', 1)","('Bad Influence Bulldozer', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
Lapse Lessonizer,"('Killer Kickstarter', 2)","('WAIT AND SWITCH / Small steps', 1)","('VULNERABILITY / mistakes & learning', 1)","('The Flawbreaker', 1)","('SELF HARM / Self honesty & admit', 1)","('Progress Pollinator', 1)","('Motivation Moonbeamer ', 1)","('Inner Power Allower', 1)","('Imperfections TBH', 1)","('COMMITMENT knitter / above all else', 1)"
Lazy Zapper,"('The Procrastina-shunner', 7)","('COMMITMENT knitter / laziness & effort', 4)","('Void Avoider', 2)","('NeuroTuner', 2)","('WAIT AND SWITCH / Progress', 1)","('Values VIP’r', 1)","('The Successcalator', 1)","('The Momentumizer ', 1)","('The Dynamotivator', 1)","('THOUGHTS / positivity', 1)"
Little Hint Listener,"('Self Awareness Awakener', 2)","('SELF HARM ALARMER / avoid triggers', 2)","('SELF HARM / Warnings', 2)","('Instinct Interrogator', 2)","('Gut Gutter', 2)","('Worthiness Whisperer', 1)","('Void Avoider', 1)","('VULNERABILITY / listen to others', 1)","('VULNERABILITY / Radical self honesty', 1)","('Urge X’r', 1)"
Little Win Welcomer,"('Symbolic Stepper', 1)","('Soul Controller', 1)","('Self awareness / habits & behavior', 1)","('Self Esteem Elixir', 1)","(""Self Control 101'r"", 1)","('New Pattern Painter / confidence & awareness', 1)","('Joy Sweetener', 1)","('Journey Jazzer', 1)","('Inner Winner', 1)","(""Cravings 101'r"", 1)"
Loneliness TLC’r,"('VULNERABILITY / connections', 1)","('NEW PATTERN PAINTER / support groups', 1)","('Low Vibration Lifter', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
Lost Benefit Lamenter,"('RAW SOUL REVEALER / costs', 3)","('Dead End Defier ', 3)","('Bitter Truth Taster', 3)","('Wellectricity Generator', 1)","('WAIT AND SWITCH / Small steps', 1)","('WAIT AND SWITCH / Progress', 1)","('Venom Vaporizer', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / connections', 1)","('VULNERABILITY / Radical self honesty', 1)"
Love Flooder,"('VULNERABILITY / connections', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('Misery Doctor', 1)","('Lost Benefit Lamenter', 1)","('Inner Sun Shiner', 1)","('Bliss Kisser', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
Love Kickstarter,"('Kindness Knitter', 1)","('Inner Sun Shiner', 1)","('Ego Eclipser', 1)","('Compassion Weaver', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
Love Sweetener,"('Worthiness Whisperer', 1)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / connections', 1)","('The Blessifier', 1)","('RELATIONSHIPS / Trust & vulnerability', 1)","('RELATIONSHIPS / Build connections & community', 1)","('RAW SOUL REVEALER / worthiness', 1)","('Kindness Karmifier', 1)","('Growth Gardener', 1)","('Good Will Gardener', 1)"
Low Vibration Lifter,"('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / connections', 1)","('The Soulutionizer', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('Pride Puffer', 1)","('NEW PATTERN PAINTER / support groups', 1)","('Moody MF’r', 1)","('Loneliness TLC’r', 1)","('Killer Kickstarter', 1)","('Joy Kickstarter', 1)"
Manic Massager,"('Reactions Auditor', 2)","('Worry Washer', 1)","('The Blocksmither', 1)","('Stress Striker', 1)","('Soul Controller', 1)","('Dire Extinguisher', 1)","('Crisis Cracker', 1)","('Challenge Ninja', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Manic Moment Forgiver,"('Relationship Redeemer', 1)","('RELATIONSHIPS / Trust & vulnerability', 1)","('Inner Forgiverizer', 1)","('Bipolar Patroller', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
Melancholy Melter,"('Torment Terminator', 1)","('RAW SOUL REVEALER / emotions & urges', 1)","('Joy Kickstarter', 1)","('Hurt Hugger', 1)","('Endorphin Flooder', 1)","('Despair Doctor', 1)","('Depression Debugger', 1)","('Damage Doctor', 1)","('Brain Unchainer', 1)","('Wrong Righter', 0)"
Memory Rinser,"('VULNERABILITY / support from others', 2)","('Trigger Trespasser', 1)","('Torment Terminator', 1)","('Sobriety Soulmater', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('New Pattern Painter', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Miracle Embracer', 1)","('Hope Harvester', 1)"
Mentality Mender,"('Void Avoider', 2)","('THOUGHTS / aware & examine', 2)","('NeuroTuner', 2)","('Brain Unchainer', 2)","('Values VIP’r', 1)","('VULNERABILITY / Radical self honesty', 1)","(""Triggers 101'r"", 1)","('Stigma Stigmatizer', 1)","(""Sobriety 101'r"", 1)","('Self Worth Surfer', 1)"
Metta Motivator,"('The Empathologist', 3)","('The Blessifier', 2)","('RELATIONSHIPS / Build connections & community', 2)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / share relapse ', 1)","('The First Amender', 1)","('The Benefisher', 1)","('Soul Synchronizer', 1)","('Responsibility 101’r', 1)","('Relationship Dedamager', 1)"
Mighty Motor Cranker,"('Compulsion KO’r', 2)","('Void Avoider', 1)","('Urge X’r', 1)","('Situation Unscrewer', 1)","('Inner Power Allower', 1)","('Demon Duper', 1)","('Adversity Ninja', 1)","('Addiction AMF’r', 1)","('ADMIT / honesty', 1)","('Wrong Righter', 0)"
Miracle Embracer,"('Cosmic Ray Receiver', 2)","('Torment Terminator', 1)","('Thy Will Be Doner', 1)","('The Blessifier', 1)","('Serenity Soulmater', 1)","('Self Worth Surfer', 1)","('Pride Polisher', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Memory Rinser', 1)","('Infinity Infuser', 1)"
Misery Doctor,"('Whole Soul Healer', 1)","('VULNERABILITY / reach out for help', 1)","('Soul Surgeon', 1)","('SELF HARM / Tools', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('Negativity Negotiator', 1)","('Love Flooder', 1)","('Lost Benefit Lamenter', 1)","('Inner Sun Shiner', 1)","('Brick Wall Bulldozer', 1)"
Misery Minister,"('THOUGHTS / positivity', 1)","('Inner Power Allower', 1)","('Ill Feelings Illuminator', 1)","('Emotions Engineer', 1)","('Depression Decrypter', 1)","('Confidence Caffeinator', 1)","('Brain Unchainer', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
Misery Miser,"('Downer Frowner', 2)","('VULNERABILITY / support from others', 1)","('Torment Terminator', 1)","('The Depre-shunner', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('New Pattern Painter / grit & progress', 1)","('Gripe Sniper', 1)","('Foul Weather Friender', 1)","('Emotions Elixir', 1)"
Missi-Un-Impossiblizer ,"('The Dynamotivator', 1)","('Old Belief Butcher', 1)","('Inner Winner', 1)","('Inner Power Allower', 1)","('I-examiner - motivations', 1)","('Can’t Cutter', 1)","('Addiction AMF’r', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
Mistruster Duster,"('Should Shover', 1)","('Serenity Simulator', 1)","('Powerholic Healer', 1)","('Inner Freedom Forager', 1)","('Controller Coaster', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
Monkey Mind Cleanser,"('Thought Auditor', 1)","('Self Awareness Awakener', 1)","('Brain Unchainer', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
Moody MF’r,"('Feelings Felicitizer', 2)","('Temperance Tester', 1)","('Self Esteem Engineer', 1)","('Qualm Quitter', 1)","('Pink Cloud Clinger', 1)","('Low Vibration Lifter', 1)","('Joy Kickstarter', 1)","('Ill Feelings Illuminator', 1)","('Frenzy Freezer', 1)","('Excuse Exterminator', 1)"
Moonlight Moonshooter,"('WAIT AND SWITCH / Progress', 1)","(""Sobriety 101'r"", 1)","('Blessings Detector', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
Moonlight Motivator,"('WAIT AND SWITCH / Small steps', 2)","('Sobriety Soulmater', 1)","('Inner Anointer', 1)","('Finish Line Forgetter', 1)","('Bitter Quitter', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
Motivation Moonbeamer ,"('Symbolic Stepper', 2)","('Progress Painter', 2)","('VULNERABILITY / mistakes & learning', 1)","('Trigger Transformer', 1)","(""Sobriety 101'r"", 1)","('SELF HARM ALARMER / avoid triggers', 1)","('SELF HARM / Self honesty & admit', 1)","('Progress Pollinator', 1)","('New Pattern Painter / confidence & awareness', 1)","('New Pattern Painter', 1)"
Must Buster,"('The De-stress-calator', 1)","('Placid Reflux', 1)","('Deluge Refuge', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
My Badiator,"('Relationship Redeemer', 2)","('CLOSET CONFESSOR / Inventory', 2)","('ADMIT / accountability', 2)","('Wrong Righter', 1)","('VULNERABILITY / mistakes & learning', 1)","('The First Amender', 1)","('Forgiveness Rusher', 1)","('Bitter Truth Taster', 1)","('Apology Automator', 1)","('ADMIT / honesty', 1)"
NEW LIFE / POSSIBILITIES,"('Progress Painter', 3)","('The Hopenotizer', 2)","('Sobriety Soulmater', 2)","('Rainbow Hunter', 2)","('RELATIONSHIPS / Build connections & community', 2)","('Bliss Kisser', 2)","('Whole Soul Healer', 1)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / connections', 1)","('The Momentumizer ', 1)"
NEW PATTERN PAINTER / admit & amends,"('VULNERABILITY / listen to others', 2)","('The First Amender', 2)","('Relationship Dedamager', 2)","('Amender Befriender', 2)","('Wrong Righter', 1)","('Venom Vaporizer', 1)","('VULNERABILITY / support from others', 1)","('Relationship Redeemer', 1)","('Lost Benefit Lamenter', 1)","('Inner Forgiverizer', 1)"
NEW PATTERN PAINTER / motivations,"('The Dynamotivator', 2)","('Sobriety Soulmater', 2)","('Inner Motor Motivator', 2)","('I-examiner - motivations', 2)","('WAIT AND SWITCH / Emotions', 1)","('Values VIP’r', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / connections', 1)","('Urge Purger', 1)","(""Triggers 101'r"", 1)"
NEW PATTERN PAINTER / share & learn,"('RELATIONSHIPS / Build connections & community', 4)","('VULNERABILITY / support from others', 2)","('VULNERABILITY / reach out for help', 2)","('The Empathologist', 2)","('Wellectricity Generator', 1)","('Venom Vaporizer', 1)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / give and receive', 1)","('Trigger Transformer', 1)","('The Aggrava-shunner', 1)"
NEW PATTERN PAINTER / support groups,"('VULNERABILITY / connections', 2)","('Compulsion KO’r', 2)","('WAIT AND SWITCH / Small steps', 1)","('VULNERABILITY / share challenges', 1)","('Urge Auditor', 1)","('Trigger Transformer', 1)","('Self awareness / habits & behavior', 1)","('Scary Stepper', 1)","('Progress Pollinator', 1)","('Motivation Moonbeamer ', 1)"
Negativity Negotiator,"('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / reach out for help', 1)","('THOUGHTS / positivity', 1)","('Self Awareness Awakener', 1)","('SELF HARM / Tools', 1)","('RAW SOUL REVEALER / thoughts', 1)","('Misery Doctor', 1)","('Attitude Alchemizer', 1)","('Adversity Avenger', 1)","('Abstainer Amazer', 1)"
Negativity Ninja,"('VULNERABILITY / reach out for help', 1)","('The Wellectrifier', 1)","('THOUGHTS / positivity', 1)","('Inner Motor Motivator', 1)","('I-examiner - reactions & behavior', 1)","('Crisis Catapulter', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
Negativity Nuker,"('WAIT AND SWITCH / Emotions', 1)","('Values VIP’r', 1)","('Thought Auditor', 1)","('THOUGHTS / positivity', 1)","('Self Worth Surfer', 1)","('New Pattern Painter / confidence & awareness', 1)","('Inner Trash Trasher', 1)","('Inner Power Allower', 1)","('Emotions Engineer', 1)","('Confidence Caffeinator', 1)"
Nerve Ninja,"('Placid Reflux', 2)","('Trigger Transformer', 1)","('The Mindfulizer', 1)","('The Dynamotivator', 1)","('The De-stress-calator', 1)","('Stress X’r', 1)","('SELF HARM / Tools', 1)","('Feelings Flipper', 1)","('Emotions Emancipator', 1)","('Anxiety X-terminator', 1)"
