,1,2,3,4,5,6,7,8,9,10
Love Kickstarter,"('Compassion Weaver', 2)","('The Blessifier', 1)","('The Benefisher', 1)","('Symbolic Stepper', 1)","('Kindness Knitter', 1)","('Kindness Karmifier', 1)","('Joy Kickstarter', 1)","('Journey Jazzer', 1)","('Inner Sun Shiner', 1)","('Gratitude Goosebumper', 1)"
Love Sweetener,"('Worthiness Whisperer', 1)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / connections', 1)","('The Blessifier', 1)","('RELATIONSHIPS / Trust & vulnerability', 1)","('RELATIONSHIPS / Build connections & community', 1)","('RAW SOUL REVEALER / worthiness', 1)","('Kindness Karmifier', 1)","('Growth Gardener', 1)","('Good Will Gardener', 1)"
Low Vibration Lifter,"('VULNERABILITY / reach out for help', 2)","('Loneliness TLC’r', 2)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / listen to others', 1)","('VULNERABILITY / connections', 1)","('Torment Terminator', 1)","('The Soulutionizer', 1)","('The Benefisher', 1)","('Soul Practitioner', 1)","('RELATIONSHIPS / Healthy & supportive', 1)"
Magic Momentizer,"('Soul Tuner', 1)","('Peace Flooder', 1)","('Miracle Embracer', 1)","('Joy Flooder', 1)","('Inner Eye Opener', 1)","('Gratitude Goosebumper', 1)","('Cosmic Ray Receiver', 1)","('Bliss Kisser', 1)","('frust', 0)","('Wrong Righter', 0)"
Manic Massager,"('Reactions Auditor', 2)","('Worry Washer', 1)","('The Blocksmither', 1)","('Stress Striker', 1)","('Soul Controller', 1)","('Self Awareness Awakener', 1)","('Dire Extinguisher', 1)","('Crisis Cracker', 1)","('Challenge Ninja', 1)","('CLOSET CONFESSOR / Inventory', 1)"
Manic Moment Forgiver,"('Trigger Trespasser', 1)","('Self Harm Alarmer', 1)","('Sabotage SOS’r', 1)","('Relationship Redeemer', 1)","('RELATIONSHIPS / Trust & vulnerability', 1)","('Qualm Quitter', 1)","('Just One Justifier', 1)","('Inner Forgiverizer', 1)","('CLOSET CONFESSOR / Face truths', 1)","('Bipolar Patroller', 1)"
Melancholy Melter,"('Black Hole Blesser', 2)","('VULNERABILITY / reach out for help', 1)","('Torment Terminator', 1)","('RAW SOUL REVEALER / emotions & urges', 1)","('Motivation Moonbeamer ', 1)","('Killer Kickstarter', 1)","('Joy Kickstarter', 1)","('Isolation SOS’r', 1)","('Inner Light Illuminator', 1)","('Hurt Hugger', 1)"
Memory Rinser,"('VULNERABILITY / support from others', 2)","('SELF HARM / Self honesty & admit', 2)","('New Pattern Painter', 2)","('NEW LIFE / POSSIBILITIES', 2)","('Trigger Trespasser', 1)","('Torment Terminator', 1)","('The Debinger', 1)","('Soul Survivor', 1)","('Sobriety Soulmater', 1)","('Self Unscrewer', 1)"
Mentality Mender,"('THOUGHTS / aware & examine', 4)","('Belief Superseder', 4)","('Self awareness / confidence to admit', 3)","('Old Belief Butcher', 3)","('NeuroTuner', 3)","('I-Examiner', 3)","('Brain Unchainer', 3)","('Void Avoider', 2)","('Values VIP’r', 2)","('Thought Auditor', 2)"
Metta Motivator,"('RELATIONSHIPS / Build connections & community', 7)","('The Empathologist', 6)","('VULNERABILITY / support from others', 3)","('NEW PATTERN PAINTER / share & learn', 3)","('Kindness Kickstarter', 3)","('The Blessifier', 2)","('RELATIONSHIPS / Healthy & supportive', 2)","('CLOSET CONFESSOR / Share & support', 2)","('Worthy Soul’r', 1)","('Venom Vaporizer', 1)"
Mighty Motor Cranker,"('Inner Power Allower', 2)","('Compulsion KO’r', 2)","('Adversity Ninja', 2)","('Abstainer Amazer', 2)","('Void Avoider', 1)","('Urge X’r', 1)","('Trigger X’r', 1)","('The Successcalator', 1)","('The Dynamotivator', 1)","('The De-craverizer', 1)"
Miracle Embracer,"('Cosmic Ray Receiver', 3)","('Gratitude Goosebumper', 2)","('Blessings Bather', 2)","('Torment Terminator', 1)","('Thy Will Be Doner', 1)","('The Blessifier', 1)","('Serenity Soulmater', 1)","('Self Worth Surfer', 1)","('Pride Polisher', 1)","('Peace Flooder', 1)"
Misery Doctor,"('Whole Soul Healer', 1)","('VULNERABILITY / reach out for help', 1)","('Urge Purger', 1)","('The Debinger', 1)","('Soul Surgeon', 1)","('SELF HARM / Tools', 1)","('SELF HARM / Self honesty & admit', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('Negativity Negotiator', 1)","('Love Flooder', 1)"
Misery Minister,"('THOUGHTS / positivity', 1)","('Inner Power Allower', 1)","('Ill Feelings Illuminator', 1)","('Emotions Engineer', 1)","('Depression Decrypter', 1)","('Confidence Caffeinator', 1)","('Brain Unchainer', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Misery Miser,"('Downer Frowner', 2)","('VULNERABILITY / support from others', 1)","('Torment Terminator', 1)","('The Depre-shunner', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('New Pattern Painter / grit & progress', 1)","('Gripe Sniper', 1)","('Foul Weather Friender', 1)","('Emotions Elixir', 1)"
Missi-Un-Impossiblizer ,"('The Dynamotivator', 2)","('Inner Winner', 2)","('I-Can-ographer', 2)","('The Successcalator', 1)","('The Hopenotizer', 1)","('The Benefisher', 1)","('Self Esteem Elixir', 1)","('Old Belief Butcher', 1)","('Inner Power Allower', 1)","('Illogical Looper', 1)"
Mistruster Duster,"('Should Shover', 1)","('Serenity Simulator', 1)","('Powerholic Healer', 1)","('Inner Freedom Forager', 1)","('Controller Coaster', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
Monkey Mind Cleanser,"('Thought Auditor', 1)","('The Blocksmither', 1)","('Self Awareness Awakener', 1)","('Inner Trash Trasher', 1)","('Illogical Looper', 1)","('Distraction Assassin', 1)","('Brain Unchainer', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Moody MF’r,"('Frenzy Freezer', 2)","('Feelings Felicitizer', 2)","('Venom Vaporizer', 1)","('VULNERABILITY / listen to others', 1)","('Temperance Tester', 1)","('Soul Tuner', 1)","('Self Esteem Engineer', 1)","('Self Awareness Awakener', 1)","('RAW SOUL REVEALER / emotions & urges', 1)","('Qualm Quitter', 1)"
Moonlight Moonshooter,"('WAIT AND SWITCH / Progress', 1)","(""Sobriety 101'r"", 1)","('Blessings Detector', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)","('Whole Soul Healer', 0)"
Moonlight Motivator,"('WAIT AND SWITCH / Small steps', 2)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / reach out for help', 1)","('Temperance Tester', 1)","('Sobriety Soulmater', 1)","('Mighty Motor Cranker', 1)","('Inner Light Illuminator', 1)","('Inner Anointer', 1)","('Finish Line Forgetter', 1)","('Cold Turkey Taster', 1)"
Motivation Moonbeamer ,"('Symbolic Stepper', 2)","('Self awareness / habits & behavior', 2)","('Progress Painter', 2)","('Killer Kickstarter', 2)","('VULNERABILITY / mistakes & learning', 1)","('Trigger Transformer', 1)","(""Sobriety 101'r"", 1)","('SELF HARM ALARMER / avoid triggers', 1)","('SELF HARM / Tools', 1)","('SELF HARM / Self honesty & admit', 1)"
Must Buster,"('The De-stress-calator', 1)","('Placid Reflux', 1)","('Deluge Refuge', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)","('Whole Soul Healer', 0)"
My Badiator,"('Relationship Redeemer', 3)","('CLOSET CONFESSOR / Inventory', 2)","('ADMIT / accountability', 2)","('Wrong Righter', 1)","('Values VIP’r', 1)","('VULNERABILITY / mistakes & learning', 1)","('The First Amender', 1)","('Forgiveness Rusher', 1)","('Bitter Truth Taster', 1)","('Apology Automator', 1)"
NEW LIFE / POSSIBILITIES,"('Rainbow Hunter', 6)","('The Hopenotizer', 3)","('Progress Painter', 3)","('New Pattern Painter', 3)","('Journey Jazzer', 3)","('Bliss Kisser', 3)","('Whole Soul Healer', 2)","('Sobriety Soulmater', 2)","('RELATIONSHIPS / Build connections & community', 2)","('Memory Rinser', 2)"
NEW PATTERN PAINTER / admit & amends,"('VULNERABILITY / listen to others', 2)","('The First Amender', 2)","('Relationship Dedamager', 2)","('Amender Befriender', 2)","('Wrong Righter', 1)","('Venom Vaporizer', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / admit', 1)","('Relationship Redeemer', 1)","('Lost Benefit Lamenter', 1)"
NEW PATTERN PAINTER / motivations,"('VULNERABILITY / listen to others', 2)","('Torment Terminator', 2)","('The Dynamotivator', 2)","('Sobriety Soulmater', 2)","('Inner Motor Motivator', 2)","('I-examiner - motivations', 2)","('CLOSET CONFESSOR / Face truths', 2)","('WAIT AND SWITCH / Emotions', 1)","('Victim Vaccinator', 1)","('Values VIP’r', 1)"
NEW PATTERN PAINTER / share & learn,"('RELATIONSHIPS / Build connections & community', 6)","('The Empathologist', 4)","('VULNERABILITY / support from others', 3)","('VULNERABILITY / reach out for help', 3)","('Metta Motivator', 3)","('RELATIONSHIPS / Healthy & supportive', 2)","('Wellectricity Generator', 1)","('WAIT AND SWITCH / Small steps', 1)","('Venom Vaporizer', 1)","('VULNERABILITY / mistakes & learning', 1)"
NEW PATTERN PAINTER / support groups,"('VULNERABILITY / share challenges', 3)","('VULNERABILITY / share with god', 2)","('VULNERABILITY / reach out for help', 2)","('VULNERABILITY / connections', 2)","('Self awareness / habits & behavior', 2)","('Compulsion KO’r', 2)","('WAIT AND SWITCH / Small steps', 1)","('Urge Auditor', 1)","('Trigger Transformer', 1)","('THOUGHTS / aware & examine', 1)"
Negativity Negotiator,"('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / reach out for help', 1)","('THOUGHTS / positivity', 1)","('Situation Unscrewer', 1)","('Self Awareness Awakener', 1)","('SELF HARM / Tools', 1)","('Reactions Auditor', 1)","('RAW SOUL REVEALER / thoughts', 1)","('Placid Reflux', 1)","('Old Belief Butcher', 1)"
Negativity Ninja,"('THOUGHTS / positivity', 2)","('I-examiner - reactions & behavior', 2)","('Victim Vaccinator', 1)","('VULNERABILITY / reach out for help', 1)","('The Wellectrifier', 1)","('The Debinger', 1)","('THOUGHTS / aware & examine', 1)","('Soul Proprietor', 1)","('Sabotage SOS’r', 1)","('Inner Motor Motivator', 1)"
Negativity Nuker,"('Thought Auditor', 2)","('THOUGHTS / positivity', 2)","('CLOSET CONFESSOR / Share & support', 2)","('WAIT AND SWITCH / Emotions', 1)","('Venom Vaporizer', 1)","('Values VIP’r', 1)","('VULNERABILITY / support from others', 1)","('The Mindfulizer', 1)","('THOUGHTS / aware & examine', 1)","('Self awareness / confidence to admit', 1)"
Nerve Ninja,"('Placid Reflux', 3)","('Worry POW’r', 1)","('VULNERABILITY / share with god', 1)","('Trigger Transformer', 1)","('The Mindfulizer', 1)","('The Dynamotivator', 1)","('The De-stress-calator', 1)","('Tender Feelings TBH’r', 1)","('Stress X’r', 1)","('SELF HARM / Tools', 1)"
NeuroTuner,"('Mentality Mender', 3)","('SELF HARM / Warnings', 2)","('Lazy Zapper', 2)","('Brain Unchainer', 2)","('Void Avoider', 1)","('The Procrastina-shunner', 1)","('The Control-aholic', 1)","('THOUGHTS / aware & examine', 1)","('Self awareness / habits & behavior', 1)","('Power Pooper', 1)"
New Pattern Painter,"('SELF HARM / Tools', 4)","('Bad Habit Butcher', 4)","('Pattern Interrupter', 3)","('NEW LIFE / POSSIBILITIES', 3)","('WAIT AND SWITCH / Progress', 2)","('THOUGHTS / aware & examine', 2)","('Self awareness / habits & behavior', 2)","('Progress Painter', 2)","('Memory Rinser', 2)","('Joy Kickstarter', 2)"
New Pattern Painter / confidence & awareness,"('The Momentumizer ', 4)","('Bad Habit Butcher', 4)","('Trigger Transformer', 3)","('Self awareness / habits & behavior', 3)","('Behavior Savior', 3)","('WAIT AND SWITCH / Progress', 2)","(""Self Control 101'r"", 2)","('Self Awareness Awakener', 2)","('Progress Pollinator', 2)","('Progress Painter', 2)"
New Pattern Painter / grit & progress,"('Bad Habit Butcher', 5)","('Symbolic Stepper', 3)","('Progress Painter', 3)","('Pattern Interrupter', 3)","('Illogical Looper', 3)","('WAIT AND SWITCH / Small steps', 2)","('WAIT AND SWITCH / Progress', 2)","('THOUGHTS / positivity', 2)","(""Self Control 101'r"", 2)","('I-examiner - reactions & behavior', 2)"
Obstacle Oblivionizer,"('Inner Power Allower', 1)","('I-Can-ographer', 1)","('Hardship Hugger', 1)","('Courage Commander', 1)","('Confidence Colonizer', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
Obstacle Outfoxer,"('The Dynamotivator', 1)","('Self awareness / habits & behavior', 1)","('Opportunity Oompher', 1)","('Motivation Moonbeamer ', 1)","('Inner Winner', 1)","('I-examiner - reactions & behavior', 1)","('Crisis Catapulter', 1)","('COMMITMENT knitter / celebrate', 1)","('Behavior Savior', 1)","('Adversity Adventurer', 1)"
Obstacle Smithereener,"('VULNERABILITY / mistakes & learning', 1)","('Trigger Transformer', 1)","('Problem Doctor', 1)","('New Pattern Painter / confidence & awareness', 1)","('Disaster Master', 1)","('Crisis Catapulter', 1)","('Adversity Ninja', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Old Belief Butcher,"('Mentality Mender', 3)","('THOUGHTS / aware & examine', 2)","('Pattern Interrupter', 2)","('Inner Soul X-Rayer', 2)","('I-examiner - motivations', 2)","('I-Examiner', 2)","('Reactions Auditor', 1)","('New Pattern Painter / grit & progress', 1)","('Negativity Negotiator', 1)","('Missi-Un-Impossiblizer ', 1)"
Opportunity Oompher,"('The Dynamotivator', 2)","('Problem Primer', 2)","('Blunder Blesser', 2)","('Victim Vanquisher', 1)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / Radical self honesty', 1)","('The Hopenotizer', 1)","('The Blessifier', 1)","('Temperance Tester', 1)","('THOUGHTS / positivity', 1)"
Pain Abstainer,"('SELF HARM ALARMER / avoid triggers', 2)","('Killer Kickstarter', 2)","('Whole Soul Healer', 1)","('WAIT AND SWITCH / Small steps', 1)","('Void Avoider', 1)","('Urge Auditor', 1)","('Trigger SOS’r', 1)","('Torment Terminator', 1)","('The Dynamotivator', 1)","('Self awareness / habits & behavior', 1)"
Panic Mechanic,"('Panic X’r', 1)","('Pain Abstainer', 1)","('God Grounder', 1)","('Fear Marshall', 1)","('CLOSET CONFESSOR / Share & support', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
Panic Patroller,"('Worry POW’r', 1)","('Tender Feelings TBH’r', 1)","('Placid Reflux', 1)","('Nerve Ninja', 1)","('I-examiner - reactions & behavior', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
Panic X’r,"('Panic Mechanic', 1)","('Pain Abstainer', 1)","('Insanity SOS’r', 1)","('God Grounder', 1)","('Frenzy Freezer', 1)","('Fear Marshall', 1)","('CLOSET CONFESSOR / Share & support', 1)","('ADMIT / honesty', 1)","('frust', 0)","('Wrong Righter', 0)"
Past #2,"('The Mindfulizer', 2)","('Whole Soul Healer', 1)","('WAIT AND SWITCH / Progress', 1)","('Symbolic Stepper', 1)","('Soul Tuner', 1)","('Serenity Soulmater', 1)","(""Self Control 101'r"", 1)","('Regret Refunder', 1)","('New Pattern Painter / confidence & awareness', 1)","('Insight Inseminator', 1)"
Pattern Interrupter,"('SELF HARM / Tools', 4)","('New Pattern Painter / grit & progress', 3)","('New Pattern Painter', 3)","('Bad Habit Butcher', 3)","('Self awareness / habits & behavior', 2)","(""Self Control 101'r"", 2)","('Old Belief Butcher', 2)","('Urge X’r', 1)","('Urge Purger', 1)","('Trigger Transformer', 1)"
Peace Flooder,"('Worthiness Whisperer', 1)","('Soul Synchronizer', 1)","('Serenity Soulmater', 1)","('Miracle Embracer', 1)","('Magic Momentizer', 1)","('Inner Wealth Welcomer', 1)","('Inner Eye Opener', 1)","('Gratitude Grounder', 1)","('Gratitude Goosebumper', 1)","('Feelings Fantasizer', 1)"
Peace Kickstarter,"('Placid Reflux', 1)","('Perspective Detective', 1)","('New Pattern Painter / confidence & awareness', 1)","('New Pattern Painter', 1)","('Inner Anointer', 1)","('Feelings Fantasizer', 1)","('Behavior Savior', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Peace Pollinator,"('The Empathologist', 1)","('Soul Synchronizer', 1)","('Self Harm Alarmer', 1)","('RELATIONSHIPS / Build connections & community', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('Metta Motivator', 1)","('Higher Power Invoker', 1)","('Faith Flooder', 1)","('Destiny Diviner', 1)","('Control Unfreaker', 1)"
Peace Sweetener,"('Serenity Soulmater', 1)","('Placid Reflux', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Inner Freedom Forager', 1)","('Destiny Autopiloter', 1)","('""20000 Foot Viewer""', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
Peace Weaver,"('Whole Soul Healer', 1)","('The Empathologist', 1)","('Serenity Simulator', 1)","('Self Esteem Elixir', 1)","('Quarrel Quasher', 1)","('Placid Reflux', 1)","('Inner Guru Guarder', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Perspective Detective,"('Mentality Mender', 2)","('Blunder Blesser', 2)","('Void Avoider', 1)","('VULNERABILITY / mistakes & learning', 1)","(""Triggers 101'r"", 1)","('Trigger Transformer', 1)","('Trigger SOS’r', 1)","('Temperance Tester', 1)","('Stress Auditor', 1)","('RAW SOUL REVEALER / past mistakes', 1)"
Pink Cloud Clinger,"('WAIT AND SWITCH / Small steps', 1)","('VULNERABILITY / Radical self honesty', 1)","('The Mindfulizer', 1)","(""Self Control 101'r"", 1)","('SELF HARM / Warnings', 1)","('Progress Pollinator', 1)","('Problem Primer', 1)","('Moody MF’r', 1)","('Inner Motor Motivator', 1)","('Inner Light Illuminator', 1)"
Pity Policer,"('Victim Vaccinator', 1)","('THOUGHTS / aware & examine', 1)","('Dire Extinguisher', 1)","('Deluge Refuge', 1)","('CLOSET CONFESSOR / Share & support', 1)","('ADMIT / accountability', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
Placid Reflux,"('Quarrel Quasher', 4)","('The De-stress-calator', 3)","(""Self Control 101'r"", 3)","('Reactions Auditor', 3)","('Nerve Ninja', 3)","('Conflict Connoisseur', 3)","('Urge Auditor', 2)","('The Wellifier ', 2)","('Stress X’r', 2)","('Stress Auditor', 2)"
Power Pooper,"('NeuroTuner', 1)","('Mentality Mender', 1)","('Brain Unchainer', 1)","('Belief Superseder', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
Power Shower,"('Wrong Righter', 1)","('VULNERABILITY / support from others', 1)","('Symbolic Stepper', 1)","('Sobriety Soulmater', 1)","('SELF HARM / Warnings', 1)","('Responsibility 101’r', 1)","('New Pattern Painter / grit & progress', 1)","('I-examiner - reactions & behavior', 1)","('Higher Power Invoker', 1)","('Ego Eavesdropper', 1)"
Powerholic Healer,"('VULNERABILITY / share with god', 1)","('VULNERABILITY / reach out for help', 1)","('Thy Will Be Doner', 1)","('The De-craverizer', 1)","('The Control-aholic', 1)","('Soul Synchronizer', 1)","('Should Shover', 1)","('Serenity Simulator', 1)","('SELF HARM / Self honesty & admit', 1)","('RELATIONSHIPS / Healthy & supportive', 1)"
Pride Polisher,"('VULNERABILITY / listen to others', 1)","('The Blessifier', 1)","('Self Worth Surfer', 1)","('Self Esteem Elixir', 1)","('RAW SOUL REVEALER / trust others', 1)","('Quarrel Quasher', 1)","('Miracle Embracer', 1)","('Inner Light Illuminator', 1)","('Gratitude Goosebumper', 1)","('Ever Evolving Flower', 1)"
Pride Puffer,"('Judgment Junker', 3)","('Ego Eclipser', 3)","('Arrogance Arrestor', 3)","('VULNERABILITY / reach out for help', 2)","('Ego X’r', 2)","('ADMIT / honesty', 2)","('Venom Vaporizer', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / admit', 1)"
Problem Doctor,"('VULNERABILITY / share challenges', 1)","('Trigger Transformer', 1)","('The Dynamotivator', 1)","('SELF HARM / Tools', 1)","('Obstacle Smithereener', 1)","('New Pattern Painter / confidence & awareness', 1)","('NEW PATTERN PAINTER / support groups', 1)","('Crisis Catapulter', 1)","('COMMITMENT knitter / abstinence confidence', 1)","('frust', 0)"
Problem Primer,"('Reactions Auditor', 3)","('Excrement Expector', 3)","('Challenge Ninja', 3)","('Situation Unscrewer', 2)","('Opportunity Oompher', 2)","('Hardship Hugger', 2)","('Adversity Avenger', 2)","('Void Avoider', 1)","('Victim Vanquisher', 1)","('VULNERABILITY / support from others', 1)"
Problem SOS’r,"('VULNERABILITY / admit', 1)","('Troubles TBH’r', 1)","('Thy Will Be Doner', 1)","('Sobriety SOS’r', 1)","('Self awareness / habits & behavior', 1)","('Problem Soul-ver', 1)","('Dire Extinguisher', 1)","('CLOSET CONFESSOR / Share & support', 1)","('CLOSET CONFESSOR / Admit addiction', 1)","('Almighty Alchemizer', 1)"
Problem Soul-ver,"('Thy Will Be Doner', 2)","('Soul-ution Finder', 2)","('Conflict Connoisseur', 2)","('VULNERABILITY / share challenges', 1)","('VULNERABILITY / admit', 1)","('VULNERABILITY / Radical self honesty', 1)","('Trouble Elixir', 1)","('Trigger Auditor', 1)","('Situation Unscrewer', 1)","('Self Awareness Awakener', 1)"
Progress Painter,"('Baby Step Embracer', 6)","('Symbolic Stepper', 4)","('WAIT AND SWITCH / Small steps', 3)","('The Momentumizer ', 3)","(""Sobriety 101'r"", 3)","('New Pattern Painter / grit & progress', 3)","('NEW LIFE / POSSIBILITIES', 3)","('WAIT AND SWITCH / Progress', 2)","('The Successcalator', 2)","('SELF HARM / Tools', 2)"
Progress Pollinator,"('WAIT AND SWITCH / Small steps', 4)","('Symbolic Stepper', 3)","('Sobriety Soulmater', 2)","(""Self Control 101'r"", 2)","('New Pattern Painter / confidence & awareness', 2)","('Growth Gardener', 2)","('Craver Saver / Braver', 2)","('Behavior Savior', 2)","('Baby Step Embracer', 2)","('Wellectricity Generator', 1)"
Qualm Quitter,"('Ill Feelings Illuminator', 2)","('CLOSET CONFESSOR / Share & support', 2)","('Venom Vaporizer', 1)","('VULNERABILITY / share challenges', 1)","('VULNERABILITY / mistakes & learning', 1)","(""Triggers 101'r"", 1)","('Trigger Trespasser', 1)","('The Aggrava-shunner', 1)","('Tender Feelings TBH’r', 1)","('Stress Auditor', 1)"
Quarrel Quasher,"('Placid Reflux', 4)","('Conflict Connoisseur', 2)","('frust', 1)","('Vexation Vacationer', 1)","('The Empathologist', 1)","('The Aggrava-shunner', 1)","('Situation Detacher', 1)","('Pride Polisher', 1)","('Peace Weaver', 1)","('Kindness Karmifier', 1)"
RAW SOUL REVEALER / costs,"('Lost Benefit Lamenter', 3)","('Inner Soul X-Rayer', 2)","('Deep Down Diver', 2)","('Dead End Defier ', 2)","('Bitter Truth Taster', 2)","('Whole Soul Healer', 1)","('Wellectricity Generator', 1)","('VULNERABILITY / connections', 1)","('VULNERABILITY / admit', 1)","('VULNERABILITY / Radical self honesty', 1)"
RAW SOUL REVEALER / emotions & urges,"('Tender Feelings TBH’r', 3)","('VULNERABILITY / Radical self honesty', 2)","('CLOSET CONFESSOR / Face truths', 2)","('Bitter Truth Taster', 2)","('VULNERABILITY / share emotions', 1)","('VULNERABILITY / share challenges', 1)","('VULNERABILITY / admit', 1)","('Urge Namerizer', 1)","('Trigger Transformer', 1)","('The De-stress-calator', 1)"
RAW SOUL REVEALER / past mistakes,"('CLOSET CONFESSOR / Share & support', 3)","('Self awareness / confidence to admit', 2)","('SELF HARM / Self honesty & admit', 2)","('Relationship Dedamager', 2)","('Inner Forgiverizer', 2)","('Damage Doctor', 2)","('Bitter Truth Taster', 2)","('ADMIT / honesty', 2)","('Worthiness Whisperer', 1)","('VULNERABILITY / support from others', 1)"
RAW SOUL REVEALER / thoughts,"('Self Awareness Awakener', 3)","('VULNERABILITY / admit', 1)","('VULNERABILITY / Radical self honesty', 1)","('Thought Auditor', 1)","('RELATIONSHIPS / Meetings & support', 1)","('Negativity Negotiator', 1)","('Little Hint Listener', 1)","('Instinct Interrogator', 1)","('Denial Denyer', 1)","('CLOSET CONFESSOR / Share & support', 1)"
RAW SOUL REVEALER / trust others,"('Deep Down Diver', 2)","('CLOSET CONFESSOR / Share & support', 2)","('Worthy Soul’r', 1)","('Whole Soul Healer', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / share emotions', 1)","('VULNERABILITY / share challenges', 1)","('VULNERABILITY / reach out for help', 1)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / listen to others', 1)"
RAW SOUL REVEALER / worthiness,"('Worthiness Whisperer', 1)","('The Destigmatizer', 1)","('Self awareness / confidence to admit', 1)","('Self Esteem Elixir', 1)","('RELATIONSHIPS / Trust & vulnerability', 1)","('Love Sweetener', 1)","('Label Liberator', 1)","('Inner Soul X-Rayer', 1)","('Deep Down Diver', 1)","('Dead End Deluder', 1)"
RELATIONSHIPS / Build connections & community,"('Metta Motivator', 7)","('NEW PATTERN PAINTER / share & learn', 6)","('VULNERABILITY / support from others', 4)","('VULNERABILITY / connections', 4)","('The Empathologist', 4)","('Foul Weather Friender', 4)","('Worthy Soul’r', 2)","('Whole Soul Healer', 2)","('VULNERABILITY / reach out for help', 2)","('Stigma Stigmatizer', 2)"
RELATIONSHIPS / Healthy & supportive,"('Foul Weather Friender', 5)","('Relationship Redeemer', 4)","('Bad Influence Butcher', 3)","('Bad Influence Bulldozer', 3)","('VULNERABILITY / reach out for help', 2)","('VULNERABILITY / listen to others', 2)","('RELATIONSHIPS / Build connections & community', 2)","('NEW PATTERN PAINTER / share & learn', 2)","('Metta Motivator', 2)","('Love Flooder', 2)"
RELATIONSHIPS / Meetings & support,"('The Empathologist', 2)","('Sobriety SOS’r', 2)","('Craver Saver / Braver', 2)","('CLOSET CONFESSOR / Share & support', 2)","('CLOSET CONFESSOR / Admit addiction', 2)","('Worthy Soul’r', 1)","('Whole Soul Healer', 1)","('VULNERABILITY / share relapse ', 1)","('VULNERABILITY / share challenges', 1)","('VULNERABILITY / reach out for help', 1)"
RELATIONSHIPS / Trust & vulnerability,"('Relationship Redeemer', 2)","('Gratitude Grower', 2)","('Baby Step Embracer', 2)","('Worthiness Whisperer', 1)","('Whole Soul Healer', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / listen to others', 1)","('The Blessifier', 1)","('The Benefisher', 1)","('Symbolic Stepper', 1)"
Rainbow Hunter,"('NEW LIFE / POSSIBILITIES', 6)","('Journey Jazzer', 3)","('The Successcalator', 2)","(""Sobriety 101'r"", 2)","('Inner Freedom Forager', 2)","('Wellectricity Generator', 1)","('WAIT AND SWITCH / Small steps', 1)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / listen to others', 1)","('The Momentumizer ', 1)"
